Microsoft (R) COFF/PE Dumper Version 14.20.27508.1
Copyright (C) Microsoft Corporation.  All rights reserved.


Dump of file C:\WINDOWS\System32\dui70.dll

File Type: DLL

  Section contains the following exports for DUI70.dll

    00000000 characteristics
     E9BCC11 time date stamp
        0.00 version
           1 ordinal base
        4321 number of functions
        4321 number of names

    ordinal hint RVA      name

       3335  D04 000C99C0 ?SetButtonClassAcceptsEnterKey@XBaby@DirectUI@@UEAAJ_N@Z
       3336  D05 000C99E0 ?SetButtonClassAcceptsEnterKey@XProvider@DirectUI@@UEAAJ_N@Z
       3337  D06 0008EC30 ?SetCache@RichText@DirectUI@@QEAAXKPEAUIDUIRichTextCache@@@Z
       3338  D07 000666D0 ?SetCacheDirty@Layout@DirectUI@@IEAAXXZ
       3339  D08 00074170 ?SetCaptured@Button@DirectUI@@QEAAJ_N@Z
       3340  D09 00096ED0 ?SetCaptured@TouchButton@DirectUI@@QEAAJ_N@Z
       3341  D0A 0009D6B0 ?SetCaretPosition@TouchEdit2@DirectUI@@QEAAJJ@Z
       3342  D0B 00096F30 ?SetCheckedState@TouchCheckBox@DirectUI@@QEAAJW4CheckedStateFlags@2@@Z
       3343  D0C 0000B8D0 ?SetClass@Element@DirectUI@@QEAAJPEBG@Z
       3344  D0D 000C6810 ?SetClassInfoPtr@AccessibleButton@DirectUI@@SAXPEAUIClassInfo@2@@Z
       3345  D0E 000BDDF0 ?SetClassInfoPtr@AnimationStrip@DirectUI@@SAXPEAUIClassInfo@2@@Z
       3346  D0F 000C69F0 ?SetClassInfoPtr@AutoButton@DirectUI@@SAXPEAUIClassInfo@2@@Z
       3347  D10 00094A20 ?SetClassInfoPtr@BaseScrollViewer@DirectUI@@SAXPEAUIClassInfo@2@@Z
       3348  D11 000CAAD0 ?SetClassInfoPtr@Bind@DirectUI@@SAXPEAUIClassInfo@2@@Z
       3349  D12 000CEBA0 ?SetClassInfoPtr@Browser@DirectUI@@SAXPEAUIClassInfo@2@@Z
       3350  D13 000838D0 ?SetClassInfoPtr@Button@DirectUI@@SAXPEAUIClassInfo@2@@Z
       3351  D14 000CD5C0 ?SetClassInfoPtr@CCAVI@DirectUI@@SAXPEAUIClassInfo@2@@Z
       3352  D15 000CD5D0 ?SetClassInfoPtr@CCBase@DirectUI@@SAXPEAUIClassInfo@2@@Z
       3353  D16 000CD5E0 ?SetClassInfoPtr@CCBaseCheckRadioButton@DirectUI@@SAXPEAUIClassInfo@2@@Z
       3354  D17 000CD5F0 ?SetClassInfoPtr@CCBaseScrollBar@DirectUI@@SAXPEAUIClassInfo@2@@Z
       3355  D18 000CD600 ?SetClassInfoPtr@CCCheckBox@DirectUI@@SAXPEAUIClassInfo@2@@Z
       3356  D19 000CD610 ?SetClassInfoPtr@CCCommandLink@DirectUI@@SAXPEAUIClassInfo@2@@Z
       3357  D1A 000CD620 ?SetClassInfoPtr@CCHScrollBar@DirectUI@@SAXPEAUIClassInfo@2@@Z
       3358  D1B 000CD630 ?SetClassInfoPtr@CCListBox@DirectUI@@SAXPEAUIClassInfo@2@@Z
       3359  D1C 000CD640 ?SetClassInfoPtr@CCListView@DirectUI@@SAXPEAUIClassInfo@2@@Z
       3360  D1D 000CD650 ?SetClassInfoPtr@CCProgressBar@DirectUI@@SAXPEAUIClassInfo@2@@Z
       3361  D1E 000CD660 ?SetClassInfoPtr@CCPushButton@DirectUI@@SAXPEAUIClassInfo@2@@Z
       3362  D1F 000CD670 ?SetClassInfoPtr@CCRadioButton@DirectUI@@SAXPEAUIClassInfo@2@@Z
       3363  D20 000CD680 ?SetClassInfoPtr@CCSysLink@DirectUI@@SAXPEAUIClassInfo@2@@Z
       3364  D21 000CD690 ?SetClassInfoPtr@CCTrackBar@DirectUI@@SAXPEAUIClassInfo@2@@Z
       3365  D22 000CD6A0 ?SetClassInfoPtr@CCTreeView@DirectUI@@SAXPEAUIClassInfo@2@@Z
       3366  D23 000CD6B0 ?SetClassInfoPtr@CCVScrollBar@DirectUI@@SAXPEAUIClassInfo@2@@Z
       3367  D24 000838E0 ?SetClassInfoPtr@CheckBoxGlyph@DirectUI@@SAXPEAUIClassInfo@2@@Z
       3368  D25 000BD5A0 ?SetClassInfoPtr@Clipper@DirectUI@@SAXPEAUIClassInfo@2@@Z
       3369  D26 00085CF0 ?SetClassInfoPtr@Combobox@DirectUI@@SAXPEAUIClassInfo@2@@Z
       3370  D27 000CE390 ?SetClassInfoPtr@DialogElement@DirectUI@@SAXPEAUIClassInfo@2@@Z
       3371  D28 00085330 ?SetClassInfoPtr@Edit@DirectUI@@SAXPEAUIClassInfo@2@@Z
       3372  D29 0006DE80 ?SetClassInfoPtr@Element@DirectUI@@SAXPEAUIClassInfo@2@@Z
       3373  D2A 00085D90 ?SetClassInfoPtr@ElementWithHWND@DirectUI@@SAXPEAUIClassInfo@2@@Z
       3374  D2B 000BD5B0 ?SetClassInfoPtr@Expandable@DirectUI@@SAXPEAUIClassInfo@2@@Z
       3375  D2C 000BD5C0 ?SetClassInfoPtr@Expando@DirectUI@@SAXPEAUIClassInfo@2@@Z
       3376  D2D 000838F0 ?SetClassInfoPtr@ExpandoButtonGlyph@DirectUI@@SAXPEAUIClassInfo@2@@Z
       3377  D2E 000741D0 ?SetClassInfoPtr@HWNDElement@DirectUI@@SAXPEAUIClassInfo@2@@Z
       3378  D2F 000868B0 ?SetClassInfoPtr@HWNDHost@DirectUI@@SAXPEAUIClassInfo@2@@Z
       3379  D30 000CAAE0 ?SetClassInfoPtr@Macro@DirectUI@@SAXPEAUIClassInfo@2@@Z
       3380  D31 000FB900 ?SetClassInfoPtr@Movie@DirectUI@@SAXPEAUIClassInfo@2@@Z
       3381  D32 000CEBB0 ?SetClassInfoPtr@Navigator@DirectUI@@SAXPEAUIClassInfo@2@@Z
       3382  D33 000CF120 ?SetClassInfoPtr@PText@DirectUI@@SAXPEAUIClassInfo@2@@Z
       3383  D34 000CEBC0 ?SetClassInfoPtr@Page@DirectUI@@SAXPEAUIClassInfo@2@@Z
       3384  D35 000CEBD0 ?SetClassInfoPtr@Pages@DirectUI@@SAXPEAUIClassInfo@2@@Z
       3385  D36 00087740 ?SetClassInfoPtr@Progress@DirectUI@@SAXPEAUIClassInfo@2@@Z
       3386  D37 000C6F00 ?SetClassInfoPtr@PushButton@DirectUI@@SAXPEAUIClassInfo@2@@Z
       3387  D38 00083900 ?SetClassInfoPtr@RadioButtonGlyph@DirectUI@@SAXPEAUIClassInfo@2@@Z
       3388  D39 00089D60 ?SetClassInfoPtr@RefPointElement@DirectUI@@SAXPEAUIClassInfo@2@@Z
       3389  D3A 0008A190 ?SetClassInfoPtr@RepeatButton@DirectUI@@SAXPEAUIClassInfo@2@@Z
       3390  D3B 000CAAF0 ?SetClassInfoPtr@Repeater@DirectUI@@SAXPEAUIClassInfo@2@@Z
       3391  D3C 00093DF0 ?SetClassInfoPtr@ScrollBar@DirectUI@@SAXPEAUIClassInfo@2@@Z
       3392  D3D 00094A30 ?SetClassInfoPtr@ScrollViewer@DirectUI@@SAXPEAUIClassInfo@2@@Z
       3393  D3E 000BCCE0 ?SetClassInfoPtr@Selector@DirectUI@@SAXPEAUIClassInfo@2@@Z
       3394  D3F 000BCCF0 ?SetClassInfoPtr@SelectorNoDefault@DirectUI@@SAXPEAUIClassInfo@2@@Z
       3395  D40 00094A40 ?SetClassInfoPtr@StyledScrollViewer@DirectUI@@SAXPEAUIClassInfo@2@@Z
       3396  D41 000CF130 ?SetClassInfoPtr@TextGraphic@DirectUI@@SAXPEAUIClassInfo@2@@Z
       3397  D42 000BCEF0 ?SetClassInfoPtr@Thumb@DirectUI@@SAXPEAUIClassInfo@2@@Z
       3398  D43 00081840 ?SetClassInfoPtr@UnknownElement@DirectUI@@SAXPEAUIClassInfo@2@@Z
       3399  D44 000BCF60 ?SetClassInfoPtr@Viewer@DirectUI@@SAXPEAUIClassInfo@2@@Z
       3400  D45 000C9A10 ?SetClassInfoPtr@XBaby@DirectUI@@SAXPEAUIClassInfo@2@@Z
       3401  D46 000C9A20 ?SetClassInfoPtr@XElement@DirectUI@@SAXPEAUIClassInfo@2@@Z
       3402  D47 00087110 ?SetClient@BorderLayout@DirectUI@@AEAAXPEAVElement@2@@Z
       3403  D48 000741E0 ?SetColorFontPaletteIndex@RichText@DirectUI@@QEAAJH@Z
       3404  D49 000666E0 ?SetCompositedText@Element@DirectUI@@QEAAJ_N@Z
       3405  D4A 000D1B10 ?SetCompositingQuality@Movie@DirectUI@@QEAAJH@Z
       3406  D4B 0008ECD0 ?SetConnect@Bind@DirectUI@@QEAAJPEBG@Z
       3407  D4C 00064720 ?SetConstrainLayout@RichText@DirectUI@@QEAAJH@Z
       3408  D4D 000ABA50 ?SetContact@TouchScrollViewer@DirectUI@@QEAAJI_N@Z
       3409  D4E 0003F270 ?SetContactNeeded@TouchScrollViewer@DirectUI@@SA?AVUID@@XZ
       3410  D4F 000ABAB0 ?SetContactNotify@TouchScrollViewer@DirectUI@@SA?AVUID@@XZ
       3411  D50 00004B90 ?SetContentAlign@Element@DirectUI@@QEAAJH@Z
       3412  D51 00066740 ?SetContentGraphic@Element@DirectUI@@QEAAJPEBGEI@Z
       3413  D52 000667D0 ?SetContentGraphic@Element@DirectUI@@QEAAJPEBGGG@Z
       3414  D53 0000B7E0 ?SetContentString@Element@DirectUI@@QEAAJPEBG@Z
       3415  D54 00066850 ?SetCursor@Element@DirectUI@@QEAAJPEBG@Z
       3416  D55 00048820 ?SetCursorHandle@Element@DirectUI@@QEAAJPEAUHICON__@@@Z
       3417  D56 0008ED40 ?SetDWriteFontCollection@RichText@DirectUI@@QEAAXPEAUIDWriteFontCollection@@@Z
       3418  D57 0008ED80 ?SetDWriteTextLayout@RichText@DirectUI@@QEAAXPEAUIDWriteTextLayout@@@Z
       3419  D58 000CAB00 ?SetDataEngine@Repeater@DirectUI@@QEAAXPEAUIDataEngine@2@@Z
       3420  D59 000CAB20 ?SetDataEntry@Macro@DirectUI@@QEAAXPEAUIDataEntry@2@PEAVElement@2@@Z
       3421  D5A 000CF140 ?SetDataEntry@PText@DirectUI@@QEAAXPEAUIDataEntry@2@@Z
       3422  D5B 00083910 ?SetDefaultButtonTracking@DialogElement@DirectUI@@UEAAJ_N@Z
       3423  D5C 000C9AA0 ?SetDefaultButtonTracking@XBaby@DirectUI@@UEAAJ_N@Z
       3424  D5D 000C9AB0 ?SetDefaultButtonTracking@XProvider@DirectUI@@UEAAJ_N@Z
       3425  D5E 00087110 ?SetDefaultFocusID@NativeHWNDHost@DirectUI@@QEAAXPEBG@Z
       3426  D5F 0008EE10 ?SetDefaultGraphicType@Macro@DirectUI@@QEAAXE_N@Z
       3427  D60 000D1B80 ?SetDefaultHInstance@DUIXmlParser@DirectUI@@QEAAXPEAUHINSTANCE__@@@Z
       3428  D61 000CD6C0 ?SetDefaultState@CCPushButton@DirectUI@@IEAAXKK@Z
       3429  D62 000ABAD0 ?SetDelegateEventHandler@TouchScrollViewer@DirectUI@@QEAAJPEAUIUnknown@@@Z
       3430  D63 000883A0 ?SetDeterminate@ModernProgressBar@DirectUI@@QEAAJ_N@Z
       3431  D64 000668C0 ?SetDirection@Element@DirectUI@@QEAAJH@Z
       3432  D65 00085340 ?SetDirty@Edit@DirectUI@@QEAAJ_N@Z
       3433  D66 00074250 ?SetDisableAccTextExtend@RichText@DirectUI@@QEAAJ_N@Z
       3434  D67 00096FA0 ?SetDisableMouseInRectCheck@TouchRepeatButton@DirectUI@@QEAAJ_N@Z
       3435  D68 000ABAF0 ?SetDisableOffscreenCaching@TouchScrollViewer@DirectUI@@QEAAX_N@Z
       3436  D69 000D1B90 ?SetDrawOutlines@Movie@DirectUI@@QEAAJ_N@Z
       3437  D6A 000D1BF0 ?SetDynamicScaling@DUIXmlParser@DirectUI@@QEAAXW4DynamicScaleParsing@2@@Z
       3438  D6B 00066930 ?SetEdgeHighlightColor@Element@DirectUI@@QEAAJK@Z
       3439  D6C 00066990 ?SetEdgeHighlightThickness@Element@DirectUI@@QEAAJHHHH@Z
       3440  D6D 0009D6D0 ?SetElementMovesOnIHMNotify@TouchEditBase@DirectUI@@QEAAJ_N@Z
       3441  D6E 0000B440 ?SetEnabled@Element@DirectUI@@QEAAJ_N@Z
       3442  D6F 00066A10 ?SetEncodedContentString@Element@DirectUI@@QEAAJPEBG@Z
       3443  D70 0008EE30 ?SetEnforceSize@PushButton@DirectUI@@QEAAJ_N@Z
       3444  D71 000742B0 ?SetEnsureVisibleUseLayoutCoordinates@Viewer@DirectUI@@QEAAX_N@Z
       3445  D72 000C7310 ?SetError@DUIFactory@DirectUI@@QEAAXPEBGZZ
       3446  D73 0008EE90 ?SetExpand@Macro@DirectUI@@QEAAJPEBG@Z
       3447  D74 000487C0 ?SetExpanded@Expandable@DirectUI@@QEAAJ_N@Z
       3448  D75 0009D730 ?SetFilterOnPaste@TouchEditBase@DirectUI@@QEAAJ_N@Z
       3449  D76 000BA5A0 ?SetFireContinuousSliderEvent@TouchSlider@DirectUI@@QEAAX_N@Z
       3450  D77 000C3740 ?SetFlags@TouchHWNDElement@DirectUI@@QEAAJW4TouchHWNDElementFlags@2@0@Z
       3451  D78 000E5410 ?SetFocus@ElementProvider@DirectUI@@UEAAJXZ
       3452  D79 000742C0 ?SetFocus@HWNDElement@DirectUI@@QEAAX_N@Z
       3453  D7A 000C9AE0 ?SetFocus@XProvider@DirectUI@@UEAAJPEAVElement@2@@Z
       3454  D7B 00064790 ?SetFont@Element@DirectUI@@QEAAJPEBG@Z
       3455  D7C 00074340 ?SetFontColorRuns@RichText@DirectUI@@QEAAJPEBG@Z
       3456  D7D 00066A70 ?SetFontFace@Element@DirectUI@@QEAAJPEBG@Z
       3457  D7E 00066AE0 ?SetFontQuality@Element@DirectUI@@QEAAJH@Z
       3458  D7F 00048CE0 ?SetFontSize@Element@DirectUI@@QEAAJH@Z
       3459  D80 000743B0 ?SetFontSizeRuns@RichText@DirectUI@@QEAAJPEBG@Z
       3460  D81 00066B50 ?SetFontStyle@Element@DirectUI@@QEAAJH@Z
       3461  D82 00066BC0 ?SetFontWeight@Element@DirectUI@@QEAAJH@Z
       3462  D83 00074420 ?SetFontWeightRuns@RichText@DirectUI@@QEAAJPEBG@Z
       3463  D84 0009D790 ?SetForceEditTextToLTR@TouchEditBase@DirectUI@@QEAAJ_N@Z
       3464  D85 00045270 ?SetForegroundColor@Element@DirectUI@@QEAAJK@Z
       3465  D86 00066C30 ?SetForegroundColor@Element@DirectUI@@QEAAJKKE@Z
       3466  D87 00066CA0 ?SetForegroundColor@Element@DirectUI@@QEAAJKKKE@Z
       3467  D88 00066D20 ?SetForegroundStdColor@Element@DirectUI@@QEAAJH@Z
       3468  D89 0008EF00 ?SetFrameDuration@AnimationStrip@DirectUI@@QEAAJH@Z
       3469  D8A 0008EF70 ?SetFrameIndex@AnimationStrip@DirectUI@@QEAAJH@Z
       3470  D8B 0008EFE0 ?SetFrameWidth@AnimationStrip@DirectUI@@QEAAJH@Z
       3471  D8C 000D1C80 ?SetGetSheetCallback@DUIXmlParser@DirectUI@@QEAAXP6APEAVValue@2@PEBGPEAX@Z1@Z
       3472  D8D 000CAB40 ?SetGraphicType@Repeater@DirectUI@@QEAAXE@Z
       3473  D8E 00097000 ?SetHandleEnter@TouchButton@DirectUI@@QEAAJ_N@Z
       3474  D8F 00083970 ?SetHandleEnterKey@DialogElement@DirectUI@@QEAAJ_N@Z
       3475  D90 000C9BC0 ?SetHandleEnterKey@XBaby@DirectUI@@UEAAJ_N@Z
       3476  D91 000C9BE0 ?SetHandleEnterKey@XProvider@DirectUI@@IEAAX_N@Z
       3477  D92 00097060 ?SetHandleGlobalEnter@TouchButton@DirectUI@@QEAAJ_N@Z
       3478  D93 0000D190 ?SetHeight@Element@DirectUI@@QEAAJH@Z
       3479  D94 0000D9C0 ?SetID@Element@DirectUI@@QEAAJPEBG@Z
       3480  D95 0009D7F0 ?SetIMEComposing@TouchEditBase@DirectUI@@QEAAJ_N@Z
       3481  D96 0009D850 ?SetIgnoredKeyCombos@TouchEditBase@DirectUI@@QEAAJW4TouchEditFilteredKeyComboFlags@2@0@Z
       3482  D97 00088400 ?SetIndependentAnimations@ModernProgressBar@DirectUI@@QEAAJ_N@Z
       3483  D98 0009D8D0 ?SetInnerBorderThickness@TouchEdit2@DirectUI@@QEAAJHHHH@Z
       3484  D99 0009D950 ?SetInputScope@TouchEdit2@DirectUI@@QEAAJW4__MIDL___MIDL_itf_inputscope_0000_0000_0001@@@Z
       3485  D9A 0009DA20 ?SetIntegrateIMECandidateList@TouchEditBase@DirectUI@@QEAAJ_N@Z
       3486  D9B 00074490 ?SetInteractionMode@TouchScrollViewer@DirectUI@@QEAAJH@Z
       3487  D9C 000D1C90 ?SetInterpolationMode@Movie@DirectUI@@QEAAJH@Z
       3488  D9D 0008F050 ?SetIsContinuous@TouchSlider@DirectUI@@QEAAJ_N@Z
       3489  D9E 0008F0B0 ?SetIsPressed@TouchSlider@DirectUI@@QEAAJ_N@Z
       3490  D9F 0008F110 ?SetIsShowOnOffFeedback@TouchSlider@DirectUI@@QEAAJ_N@Z
       3491  DA0 0008F170 ?SetIsVertical@TouchSlider@DirectUI@@QEAAJ_N@Z
       3492  DA1 000B2240 ?SetItemData@TouchSelect@DirectUI@@QEAAJHPEAUIUnknown@@@Z
       3493  DA2 000B2270 ?SetItemData@TouchSelectItem@DirectUI@@QEAAJPEAUIUnknown@@@Z
       3494  DA3 000B22C0 ?SetItemHeightInPopup@TouchSelect@DirectUI@@QEAAJH@Z
       3495  DA4 000CD740 ?SetItemState@CCTreeView@DirectUI@@QEAAXPEAU_TREEITEM@@I@Z
       3496  DA5 0003C6D0 ?SetKeyFocus@Element@DirectUI@@UEAAXXZ
       3497  DA6 000868C0 ?SetKeyFocus@HWNDHost@DirectUI@@UEAAXXZ
       3498  DA7 0009DA80 ?SetKeyFocus@TouchEditBase@DirectUI@@UEAAXXZ
       3499  DA8 000C9CF0 ?SetKeyFocus@XBaby@DirectUI@@UEAAXXZ
       3500  DA9 000C9D50 ?SetKeyFocus@XElement@DirectUI@@UEAAXXZ
       3501  DAA 0009DB60 ?SetKeyboardNavigationCapture@TouchEditBase@DirectUI@@QEAAJW4TouchEditKeyboardNavigationCapture@2@@Z
       3502  DAB 0000DA30 ?SetLayout@Element@DirectUI@@QEAAJPEAVLayout@2@@Z
       3503  DAC 00066D90 ?SetLayoutCompletionNotify@Element@DirectUI@@QEAAX_N@Z
       3504  DAD 00066DB0 ?SetLayoutPointerToNull@Value@DirectUI@@QEAAXXZ
       3505  DAE 0000E120 ?SetLayoutPos@Element@DirectUI@@QEAAJH@Z
       3506  DAF 000C37C0 ?SetLightDismissIHM@TouchHWNDElement@DirectUI@@QEAAJ_N@Z
       3507  DB0 00074620 ?SetLine@CCBaseScrollBar@DirectUI@@UEAAJH@Z
       3508  DB1 00074690 ?SetLine@ScrollBar@DirectUI@@UEAAJH@Z
       3509  DB2 00074700 ?SetLineSize@CCTrackBar@DirectUI@@QEAAJH@Z
       3510  DB3 00074770 ?SetLineSpacing@RichText@DirectUI@@QEAAJH@Z
       3511  DB4 000747E0 ?SetLinkIndicatorsToContent@TouchScrollViewer@DirectUI@@QEAAJ_N@Z
       3512  DB5 00074840 ?SetLocale@RichText@DirectUI@@QEAAJPEBG@Z
       3513  DB6 000748B0 ?SetManipulationHorizontalAlignment@TouchScrollViewer@DirectUI@@QEAAJH@Z
       3514  DB7 00074920 ?SetManipulationVerticalAlignment@TouchScrollViewer@DirectUI@@QEAAJH@Z
       3515  DB8 00074990 ?SetMapRunsToClusters@RichText@DirectUI@@QEAAJ_N@Z
       3516  DB9 00066DC0 ?SetMargin@Element@DirectUI@@QEAAJHHHH@Z
       3517  DBA 0006A8B0 ?SetMaxLength@Edit@DirectUI@@QEAAJH@Z
       3518  DBB 0009DBD0 ?SetMaxLength@TouchEditBase@DirectUI@@QEAAJH@Z
       3519  DBC 0008F1D0 ?SetMaxLineCount@RichText@DirectUI@@QEAAXI@Z
       3520  DBD 0000D8F0 ?SetMaximum@CCBaseScrollBar@DirectUI@@UEAAJH@Z
       3521  DBE 00088460 ?SetMaximum@ModernProgressBar@DirectUI@@QEAAJH@Z
       3522  DBF 00087750 ?SetMaximum@Progress@DirectUI@@QEAAJH@Z
       3523  DC0 000749F0 ?SetMaximum@ScrollBar@DirectUI@@UEAAJH@Z
       3524  DC1 0008F1E0 ?SetMetering@TouchSlider@DirectUI@@QEAAJH@Z
       3525  DC2 00004B20 ?SetMinSize@Element@DirectUI@@QEAAJHH@Z
       3526  DC3 00074A60 ?SetMinimum@CCBaseScrollBar@DirectUI@@UEAAJH@Z
       3527  DC4 000884D0 ?SetMinimum@ModernProgressBar@DirectUI@@QEAAJH@Z
       3528  DC5 000877C0 ?SetMinimum@Progress@DirectUI@@QEAAJH@Z
       3529  DC6 00074AD0 ?SetMinimum@ScrollBar@DirectUI@@UEAAJH@Z
       3530  DC7 0009DC40 ?SetMoveCaretToEndOnSyncContent@TouchEditBase@DirectUI@@QEAAJ_N@Z
       3531  DC8 0006A920 ?SetMultiline@Edit@DirectUI@@QEAAJ_N@Z
       3532  DC9 0009DCA0 ?SetMultiline@TouchEditBase@DirectUI@@QEAAJ_N@Z
       3533  DCA 0008F250 ?SetNoBrowseOnFirstAdd@Pages@DirectUI@@QEAAXXZ
       3534  DCB 00074B40 ?SetNote@CCCommandLink@DirectUI@@QEAAJPEBG@Z
       3535  DCC 00074BB0 ?SetNotifyHandler@CCBase@DirectUI@@QEAAXP6AHI_K_JPEA_JPEAX@Z3@Z
       3536  DCD 000BC220 ?SetOffText@TouchSwitch@DirectUI@@QEAAJPEBG@Z
       3537  DCE 000BC290 ?SetOnOffText@TouchSwitch@DirectUI@@QEAAXPEBG0@Z
       3538  DCF 000BC2D0 ?SetOnText@TouchSwitch@DirectUI@@QEAAJPEBG@Z
       3539  DD0 0006A980 ?SetOptimizeMove@HWNDHost@DirectUI@@QEAAJ_N@Z
       3540  DD1 00074BD0 ?SetOrder@ScrollBar@DirectUI@@QEAAJH@Z
       3541  DD2 00066E40 ?SetOverhang@Element@DirectUI@@QEAAJ_N@Z
       3542  DD3 00074C40 ?SetOverhangOffset@RichText@DirectUI@@QEAAJH@Z
       3543  DD4 00074CB0 ?SetOverrideButtonBackground@CCPushButton@DirectUI@@QEAAJ_N@Z
       3544  DD5 000D1D00 ?SetOverrideScaleFactor@DUIXmlParser@DirectUI@@QEAAXM@Z
       3545  DD6 0006DE90 ?SetOverrideScaleFactor@Element@DirectUI@@QEAAXM@Z
       3546  DD7 00066EA0 ?SetPVLAnimationState@Element@DirectUI@@QEAAXH@Z
       3547  DD8 00004A80 ?SetPadding@Element@DirectUI@@QEAAJHHHH@Z
       3548  DD9 0000DFD0 ?SetPage@CCBaseScrollBar@DirectUI@@UEAAJH@Z
       3549  DDA 00074D10 ?SetPage@ScrollBar@DirectUI@@UEAAJH@Z
       3550  DDB 00047140 ?SetParameter@XProvider@DirectUI@@UEAAJAEBU_GUID@@PEAX@Z
       3551  DDC 00069690 ?SetParentSizeControl@HWNDElement@DirectUI@@QEAAX_N@Z
       3552  DDD 000D1D20 ?SetParseErrorCallback@DUIXmlParser@DirectUI@@QEAAXP6AXPEBG0HPEAX@Z1@Z
       3553  DDE 00066EB0 ?SetParseState@DUIXmlParser@DirectUI@@AEAAXW4_DUI_PARSE_STATE@2@@Z
       3554  DDF 0008F270 ?SetParser@Macro@DirectUI@@QEAAXPEAVDUIXmlParser@2@@Z
       3555  DE0 0006A9E0 ?SetPasswordCharacter@Edit@DirectUI@@QEAAJH@Z
       3556  DE1 0009DD00 ?SetPasswordCharacter@TouchEditBase@DirectUI@@QEAAJH@Z
       3557  DE2 0009DD70 ?SetPasswordRevealMode@TouchEdit2@DirectUI@@QEAAJW4TouchEditPasswordRevealMode@2@@Z
       3558  DE3 000D1D30 ?SetPath@Movie@DirectUI@@QEAAJPEBG@Z
       3559  DE4 000EAD50 ?SetPercent@ScrollProxy@DirectUI@@AEAAJPEAVBaseScrollBar@2@N@Z
       3560  DE5 000490E0 ?SetPinned@BaseScrollBar@DirectUI@@QEAAX_N@Z
       3561  DE6 00074D80 ?SetPinning@BaseScrollViewer@DirectUI@@QEAAJH@Z
       3562  DE7 000D1DA0 ?SetPixelOffsetMode@Movie@DirectUI@@QEAAJH@Z
       3563  DE8 0008F280 ?SetPlay@AnimationStrip@DirectUI@@QEAAJ_N@Z
       3564  DE9 000D1E10 ?SetPlayAllFramesMode@Movie@DirectUI@@QEAAJ_N@Z
       3565  DEA 000B2330 ?SetPopupBounds@TouchSelect@DirectUI@@QEAAJHHHH@Z
       3566  DEB 00047710 ?SetPosition@CCBaseScrollBar@DirectUI@@UEAAJH@Z
       3567  DEC 00088540 ?SetPosition@ModernProgressBar@DirectUI@@QEAAJH@Z
       3568  DED 00087830 ?SetPosition@Progress@DirectUI@@QEAAJH@Z
       3569  DEE 00074DF0 ?SetPosition@ScrollBar@DirectUI@@UEAAJH@Z
       3570  DEF 0002E960 ?SetPreprocessedXML@DUIXmlParser@DirectUI@@QEAAJPEBGPEAUHINSTANCE__@@1@Z
       3571  DF0 00066EC0 ?SetPreserveAlphaChannel@Element@DirectUI@@QEAAX_N@Z
       3572  DF1 00074E60 ?SetPressed@Button@DirectUI@@QEAAJ_N@Z
       3573  DF2 000970C0 ?SetPressed@TouchButton@DirectUI@@QEAAJ_N@Z
       3574  DF3 0009DDE0 ?SetPreventFormatChangeUpdatingModifiedState@TouchEditBase@DirectUI@@QEAAJ_N@Z
       3575  DF4 0009DE40 ?SetPromptText@TouchEdit2@DirectUI@@QEAAJPEBG@Z
       3576  DF5 0009DEB0 ?SetPromptWithCaret@TouchEdit2@DirectUI@@QEAAJ_N@Z
       3577  DF6 0008F2E0 ?SetProperty@Bind@DirectUI@@QEAAJPEBG@Z
       3578  DF7 00074EC0 ?SetProportional@ScrollBar@DirectUI@@QEAAJ_N@Z
       3579  DF8 000C9E40 ?SetProvider@XElement@DirectUI@@QEAAJPEAUIUnknown@@@Z
       3580  DF9 00074F20 ?SetRangeMax@CCTrackBar@DirectUI@@QEAAJH@Z
       3581  DFA 000BA5B0 ?SetRangeMax@TouchSlider@DirectUI@@QEAAXH@Z
       3582  DFB 00074F90 ?SetRangeMin@CCTrackBar@DirectUI@@QEAAJH@Z
       3583  DFC 00066EB0 ?SetRangeMin@TouchSlider@DirectUI@@QEAAXH@Z
       3584  DFD 000BA5C0 ?SetRangeMinAndRangeMax@TouchSlider@DirectUI@@QEAAXHH@Z
       3585  DFE 0009DF10 ?SetReadOnly@TouchEditBase@DirectUI@@QEAAJ_N@Z
       3586  DFF 00089D70 ?SetReferencePoint@RefPointElement@DirectUI@@QEAAJHH@Z
       3587  E00 000CE3A0 ?SetRegisteredDefaultButton@DialogElement@DirectUI@@QEAAJPEAVElement@2@@Z
       3588  E01 000C9F10 ?SetRegisteredDefaultButton@XBaby@DirectUI@@UEAAJPEAVElement@2@@Z
       3589  E02 000C9F30 ?SetRegisteredDefaultButton@XProvider@DirectUI@@UEAAJPEAVElement@2@@Z
       3590  E03 000CE400 ?SetRegisteredDefaultButtonSelectedState@DialogElementCore@DirectUI@@IEAAX_N@Z
       3591  E04 00066EE0 ?SetRelPixHeight@Element@DirectUI@@QEAAJH@Z
       3592  E05 00066F00 ?SetRelPixMargin@Element@DirectUI@@QEAAJHHHH@Z
       3593  E06 00066F30 ?SetRelPixPadding@Element@DirectUI@@QEAAJHHHH@Z
       3594  E07 00066F60 ?SetRelPixWidth@Element@DirectUI@@QEAAJH@Z
       3595  E08 00086E70 ?SetReorderable@ItemList@DirectUI@@QEAAJ_N@Z
