Microsoft (R) COFF/PE Dumper Version 14.20.27508.1
Copyright (C) Microsoft Corporation.  All rights reserved.


Dump of file C:\WINDOWS\System32\icuuc.dll

File Type: DLL

  Section contains the following exports for icuuc.dll

    00000000 characteristics
    A6331E83 time date stamp
        0.00 version
           1 ordinal base
        2815 number of functions
        2815 number of names

    ordinal hint RVA      name

       1850  739 000B1F50 ?sort@UVector@icu@@QEAAXP6ACTUElement@@0@ZAEAW4UErrorCode@@@Z
       1851  73A 000B1FD0 ?sortWithUComparator@UVector@icu@@QEAAXP6AHPEBX00@Z0AEAW4UErrorCode@@@Z
       1852  73B 000B2910 ?sortedInsert@UVector32@icu@@QEAAXHAEAW4UErrorCode@@@Z
       1853  73C 000B2010 ?sortedInsert@UVector@icu@@AEAAXTUElement@@P6AC00@ZAEAW4UErrorCode@@@Z
       1854  73D 000B20E0 ?sortedInsert@UVector@icu@@QEAAXHP6ACTUElement@@0@ZAEAW4UErrorCode@@@Z
       1855  73E 000B2100 ?sortedInsert@UVector@icu@@QEAAXPEAXP6ACTUElement@@1@ZAEAW4UErrorCode@@@Z
       1856  73F 000B2110 ?sorti@UVector@icu@@QEAAXAEAW4UErrorCode@@@Z
       1857  740 0001B830 ?sourceIndex@Iterator@Edits@icu@@QEBAHXZ
       1858  741 00027750 ?sourceIndexFromDestinationIndex@Iterator@Edits@icu@@QEAAHHAEAW4UErrorCode@@@Z
       1859  742 0001A060 ?span@UnicodeSet@icu@@QEBAHAEBVUnicodeString@2@HW4USetSpanCondition@@@Z
       1860  743 0008D0A0 ?span@UnicodeSet@icu@@QEBAHPEB_SHW4USetSpanCondition@@@Z
       1861  744 0001A370 ?spanBack@UnicodeSet@icu@@QEBAHAEBVUnicodeString@2@HW4USetSpanCondition@@@Z
       1862  745 0008D230 ?spanBack@UnicodeSet@icu@@QEBAHPEB_SHW4USetSpanCondition@@@Z
       1863  746 0008D3C0 ?spanBackUTF8@UnicodeSet@icu@@QEBAHPEBDHW4USetSpanCondition@@@Z
       1864  747 00029B90 ?spanQuickCheckYes@FilteredNormalizer2@icu@@UEBAHAEBVUnicodeString@2@AEAW4UErrorCode@@@Z
       1865  748 0008D520 ?spanUTF8@UnicodeSet@icu@@QEBAHPEBDHW4USetSpanCondition@@@Z
       1866  749 0000E5F0 ?startIndex@CharacterIterator@icu@@QEBAHXZ
       1867  74A 0003BD20 ?startIndex@Normalizer@icu@@QEBAHXZ
       1868  74B 0001A850 ?startsWith@UnicodeString@icu@@QEBACAEBV12@@Z
       1869  74C 0001A8B0 ?startsWith@UnicodeString@icu@@QEBACAEBV12@HH@Z
       1870  74D 0001A8E0 ?startsWith@UnicodeString@icu@@QEBACPEB_SHH@Z
       1871  74E 0001A930 ?startsWith@UnicodeString@icu@@QEBACVConstChar16Ptr@2@H@Z
       1872  74F 0001C300 ?stop@BytesTrie@icu@@AEAAXXZ
       1873  750 0001C300 ?stop@UCharsTrie@icu@@AEAAXXZ
       1874  751 0001A980 ?substr@StringPiece@icu@@QEBA?AV12@HH@Z
       1875  752 00028FA0 ?suppressBreakAfter@SimpleFilteredBreakIteratorBuilder@icu@@UEAACAEBVUnicodeString@2@AEAW4UErrorCode@@@Z
       1876  753 00094400 ?swap@UnicodeString@icu@@QEAAXAEAV12@@Z
       1877  754 0001A9B0 ?swap@icu@@YAXAEAVUnicodeString@1@0@Z
       1878  755 00002AE0 ?swapBuffers@UnicodeSet@icu@@AEAAXXZ
       1879  756 000944A0 ?tempSubString@UnicodeString@icu@@QEBA?AV12@HH@Z
       1880  757 0001A9C0 ?tempSubStringBetween@UnicodeString@icu@@QEBA?AV12@HH@Z
       1881  758 000B2170 ?toArray@UVector@icu@@QEBAPEAPEAXPEAPEAX@Z
       1882  759 0003C140 ?toCategory@PluralMapBase@icu@@SA?AW4Category@12@AEBVUnicodeString@2@@Z
       1883  75A 0003C1E0 ?toCategory@PluralMapBase@icu@@SA?AW4Category@12@PEBD@Z
       1884  75B 000A24C0 ?toLower@CaseMap@icu@@SAHPEBDIPEB_SHPEA_SHPEAVEdits@2@AEAW4UErrorCode@@@Z
       1885  75C 00095020 ?toLower@UnicodeString@icu@@QEAAAEAV12@AEBVLocale@2@@Z
       1886  75D 00095060 ?toLower@UnicodeString@icu@@QEAAAEAV12@XZ
       1887  75E 0008AAB0 ?toMatcher@UnicodeFilter@icu@@UEBAPEAVUnicodeMatcher@2@XZ
       1888  75F 0000E410 ?toMatcher@UnicodeFunctor@icu@@UEBAPEAVUnicodeMatcher@2@XZ
       1889  760 0008D770 ?toPattern@UnicodeSet@icu@@UEBAAEAVUnicodeString@2@AEAV32@C@Z
       1890  761 0000E410 ?toReplacer@UnicodeFunctor@icu@@UEBAPEAVUnicodeReplacer@2@XZ
       1891  762 0001C310 ?toStringPiece@CharString@icu@@QEBA?AVStringPiece@2@XZ
       1892  763 000A0660 ?toTitle@CaseMap@icu@@SAHPEBDIPEAVBreakIterator@2@PEB_SHPEA_SHPEAVEdits@2@AEAW4UErrorCode@@@Z
       1893  764 00095C10 ?toTitle@UnicodeString@icu@@QEAAAEAV12@PEAVBreakIterator@2@@Z
       1894  765 00095C50 ?toTitle@UnicodeString@icu@@QEAAAEAV12@PEAVBreakIterator@2@AEBVLocale@2@@Z
       1895  766 00095C60 ?toTitle@UnicodeString@icu@@QEAAAEAV12@PEAVBreakIterator@2@AEBVLocale@2@I@Z
       1896  767 0000E470 ?toUSet@UnicodeSet@icu@@QEAAPEAUUSet@@XZ
       1897  768 0000E470 ?toUSet@UnicodeSet@icu@@QEBAPEBUUSet@@XZ
       1898  769 00094510 ?toUTF32@UnicodeString@icu@@QEBAHPEAHHAEAW4UErrorCode@@@Z
       1899  76A 000945A0 ?toUTF8@UnicodeString@icu@@AEBAHHHPEADH@Z
       1900  76B 00094630 ?toUTF8@UnicodeString@icu@@QEBAXAEAVByteSink@2@@Z
       1901  76C 000A2540 ?toUpper@CaseMap@icu@@SAHPEBDIPEB_SHPEA_SHPEAVEdits@2@AEAW4UErrorCode@@@Z
       1902  76D 000950A0 ?toUpper@UnicodeString@icu@@QEAAAEAV12@AEBVLocale@2@@Z
       1903  76E 000950E0 ?toUpper@UnicodeString@icu@@QEAAAEAV12@XZ
       1904  76F 00026420 ?transform@BytesDictionaryMatcher@icu@@AEBAHH@Z
       1905  770 00095A80 ?trim@UnicodeString@icu@@QEAAAEAV12@XZ
       1906  771 0003C070 ?trimWhiteSpace@PatternProps@icu@@SAPEB_SPEB_SAEAH@Z
       1907  772 000232E0 ?truncate@CharString@icu@@QEAAAEAV12@H@Z
       1908  773 0001A9E0 ?truncate@UnicodeString@icu@@QEAACH@Z
       1909  774 00020BA0 ?truncateAndStop@Iterator@BytesTrie@icu@@AEAACXZ
       1910  775 0001C330 ?truncateAndStop@Iterator@UCharsTrie@icu@@AEAACXZ
       1911  776 0000C980 ?umtx_initImplPostInit@icu@@YAXAEAUUInitOnce@1@@Z
       1912  777 0000D8E0 ?umtx_initImplPreInit@icu@@YACAEAUUInitOnce@1@@Z
       1913  778 000947E0 ?unBogus@UnicodeString@icu@@AEAAXXZ
       1914  779 00094800 ?unescape@UnicodeString@icu@@QEBA?AV12@XZ
       1915  77A 00094910 ?unescapeAt@UnicodeString@icu@@QEBAHAEAH@Z
       1916  77B 000A2C00 ?unext@StringEnumeration@icu@@UEAAPEB_SPEAHAEAW4UErrorCode@@@Z
       1917  77C 0001E230 ?unregister@BreakIterator@icu@@SACPEBXAEAW4UErrorCode@@@Z
       1918  77D 00049350 ?unregister@ICUService@icu@@UEAACPEBXAEAW4UErrorCode@@@Z
       1919  77E 00028FB0 ?unsuppressBreakAfter@SimpleFilteredBreakIteratorBuilder@icu@@UEAACAEBVUnicodeString@2@AEAW4UErrorCode@@@Z
       1920  77F 0008A8C0 ?unusedCount@UnifiedCache@icu@@QEBAHXZ
       1921  780 000277B0 ?updateNextIndexes@Iterator@Edits@icu@@AEAAXXZ
       1922  781 000277D0 ?updatePreviousIndexes@Iterator@Edits@icu@@AEAAXXZ
       1923  782 00049C60 ?updateVisibleIDs@LocaleKeyFactory@icu@@UEBAXAEAVHashtable@2@AEAW4UErrorCode@@@Z
       1924  783 00049410 ?updateVisibleIDs@SimpleFactory@icu@@UEBAXAEAVHashtable@2@AEAW4UErrorCode@@@Z
       1925  784 0004AD20 ?updateVisibleIDs@SimpleLocaleKeyFactory@icu@@UEBAXAEAVHashtable@2@AEAW4UErrorCode@@@Z
       1926  785 0009BD00 ?uscript_getSampleUnicodeString@@YA?AVUnicodeString@icu@@W4UScriptCode@@@Z
       1927  786 00057A40 ?utf8Fold@CaseMap@icu@@SAHIPEBDHPEADHPEAVEdits@2@AEAW4UErrorCode@@@Z
       1928  787 00057AA0 ?utf8Fold@CaseMap@icu@@SAXIVStringPiece@2@AEAVByteSink@2@PEAVEdits@2@AEAW4UErrorCode@@@Z
       1929  788 00057AF0 ?utf8ToLower@CaseMap@icu@@SAHPEBDI0HPEADHPEAVEdits@2@AEAW4UErrorCode@@@Z
       1930  789 00057B70 ?utf8ToLower@CaseMap@icu@@SAXPEBDIVStringPiece@2@AEAVByteSink@2@PEAVEdits@2@AEAW4UErrorCode@@@Z
       1931  78A 000586C0 ?utf8ToTitle@CaseMap@icu@@SAHPEBDIPEAVBreakIterator@2@0HPEADHPEAVEdits@2@AEAW4UErrorCode@@@Z
       1932  78B 00058830 ?utf8ToTitle@CaseMap@icu@@SAXPEBDIPEAVBreakIterator@2@VStringPiece@2@AEAVByteSink@2@PEAVEdits@2@AEAW4UErrorCode@@@Z
       1933  78C 00057BF0 ?utf8ToUpper@CaseMap@icu@@SAHPEBDI0HPEADHPEAVEdits@2@AEAW4UErrorCode@@@Z
       1934  78D 00057C70 ?utf8ToUpper@CaseMap@icu@@SAXPEBDIVStringPiece@2@AEAVByteSink@2@PEAVEdits@2@AEAW4UErrorCode@@@Z
       1935  78E 00034A50 ?validateArgumentName@MessagePattern@icu@@SAHAEBVUnicodeString@2@@Z
       1936  78F 0004A620 ?validateFallbackLocale@ICULocaleService@icu@@IEBAAEBVUnicodeString@2@XZ
       1937  790 0001C350 ?valueResult@BytesTrie@icu@@CA?AW4UStringTrieResult@@H@Z
       1938  791 0001C370 ?valueResult@UCharsTrie@icu@@CA?AW4UStringTrieResult@@H@Z
       1939  792 0000C7D0 ?wrapIteratorWithFilter@FilteredBreakIteratorBuilder@icu@@QEAAPEAVBreakIterator@2@PEAV32@AEAW4UErrorCode@@@Z
       1940  793 00020270 ?write@BytesTrieBuilder@icu@@AEAAHPEBDH@Z
       1941  794 000202E0 ?write@BytesTrieBuilder@icu@@EEAAHH@Z
       1942  795 0005BE30 ?write@UCharsTrieBuilder@icu@@AEAAHPEB_SH@Z
       1943  796 0005BEA0 ?write@UCharsTrieBuilder@icu@@EEAAHH@Z
       1944  797 0004CA00 ?writeBranchSubNode@StringTrieBuilder@icu@@IEAAHHHHH@Z
       1945  798 00022EB0 ?writeCodePoint@ReorderingBuffer@icu@@CAXPEA_SH@Z
       1946  799 00020330 ?writeDeltaTo@BytesTrieBuilder@icu@@EEAAHH@Z
       1947  79A 0005BEF0 ?writeDeltaTo@UCharsTrieBuilder@icu@@EEAAHH@Z
       1948  79B 00020400 ?writeElementUnits@BytesTrieBuilder@icu@@EEAAHHHH@Z
       1949  79C 0005BFA0 ?writeElementUnits@UCharsTrieBuilder@icu@@EEAAHHHH@Z
       1950  79D 0004CCB0 ?writeNode@StringTrieBuilder@icu@@IEAAHHHH@Z
       1951  79E 00020450 ?writeValueAndFinal@BytesTrieBuilder@icu@@EEAAHHC@Z
       1952  79F 0005C020 ?writeValueAndFinal@UCharsTrieBuilder@icu@@EEAAHHC@Z
       1953  7A0 00020550 ?writeValueAndType@BytesTrieBuilder@icu@@EEAAHCHH@Z
       1954  7A1 0005C0C0 ?writeValueAndType@UCharsTrieBuilder@icu@@EEAAHCHH@Z
       1955  7A2 00023480 T_CString_int64ToString
       1956  7A3 00023540 T_CString_integerToString
       1957  7A4 00023600 T_CString_stringToInteger
       1958  7A5 00008990 T_CString_toLowerCase
       1959  7A6 0000B360 T_CString_toUpperCase
       1960  7A7 000633D0 UCNV_FROM_U_CALLBACK_ESCAPE
       1961  7A8 00063850 UCNV_FROM_U_CALLBACK_SKIP
       1962  7A9 00063960 UCNV_FROM_U_CALLBACK_STOP
       1963  7AA 00063A40 UCNV_FROM_U_CALLBACK_SUBSTITUTE
       1964  7AB 00063B80 UCNV_TO_U_CALLBACK_ESCAPE
       1965  7AC 00063E60 UCNV_TO_U_CALLBACK_SKIP
       1966  7AD 0000E400 UCNV_TO_U_CALLBACK_STOP
       1967  7AE 00063E90 UCNV_TO_U_CALLBACK_SUBSTITUTE
       1968  7AF 00085560 locale_getKeywordsStart
       1969  7B0 000032F0 res_countArrayItems
       1970  7B1 000081B0 res_getAlias
       1971  7B2 0009AE40 res_getArrayItem
       1972  7B3 0009AEA0 res_getBinary
       1973  7B4 0009AEF0 res_getIntVector
       1974  7B5 0009AF40 res_getPublicType
       1975  7B6 0009AF60 res_getResource
       1976  7B7 00005DB0 res_getString
       1977  7B8 00005CB0 res_getTableItemByIndex
       1978  7B9 000038E0 res_getTableItemByKey
       1979  7BA 0009AF90 res_read
       1980  7BB 00005E30 u_UCharsToChars
       1981  7BC 000A0090 u_austrcpy
       1982  7BD 000A0120 u_austrncpy
       1983  7BE 000A1D00 u_caseInsensitivePrefixMatch
       1984  7BF 00003840 u_catclose
       1985  7C0 00058B70 u_catgets
       1986  7C1 00001860 u_catopen
       1987  7C2 00058C60 u_charAge
       1988  7C3 00058CA0 u_charDigitValue
       1989  7C4 00051080 u_charDirection
       1990  7C5 00089790 u_charFromName
       1991  7C6 00051090 u_charMirror
       1992  7C7 00089A40 u_charName
       1993  7C8 00058D60 u_charType
       1994  7C9 00082670 u_charsToUChars
       1995  7CA 0005D400 u_cleanup
       1996  7CB 000A3340 u_countChar32
       1997  7CC 00058E10 u_digit
       1998  7CD 00089B80 u_enumCharNames
       1999  7CE 00058E90 u_enumCharTypes
       2000  7CF 000B1430 u_errorName
       2001  7D0 000A0220 u_flushDefaultConverter
       2002  7D1 000552C0 u_foldCase
       2003  7D2 00058EE0 u_forDigit
       2004  7D3 000510A0 u_getBidiPairedBracket
       2005  7D4 00035AD0 u_getCombiningClass
       2006  7D5 0003DC10 u_getDataDirectory
       2007  7D6 00029D10 u_getDataVersion
       2008  7D7 000A0280 u_getDefaultConverter
       2009  7D8 00097940 u_getFC_NFKC_Closure
       2010  7D9 00089CC0 u_getISOComment
       2011  7DA 00097B30 u_getIntPropertyMaxValue
       2012  7DB 0000E410 u_getIntPropertyMinValue
       2013  7DC 00097B80 u_getIntPropertyValue
       2014  7DD 00058FB0 u_getNumericValue
       2015  7DE 0003C500 u_getPropertyEnum
       2016  7DF 0003C510 u_getPropertyName
       2017  7E0 0003C550 u_getPropertyValueEnum
       2018  7E1 0003C590 u_getPropertyValueName
       2019  7E2 000097C0 u_getTimeZoneFilesDirectory
       2020  7E3 000591B0 u_getUnicodeVersion
       2021  7E4 0003DC40 u_getVersion
       2022  7E5 0000C860 u_hasBinaryProperty
       2023  7E6 00082650 u_init
       2024  7E7 000591D0 u_isIDIgnorable
       2025  7E8 000592B0 u_isIDPart
       2026  7E9 00059390 u_isIDStart
       2027  7EA 00059450 u_isISOControl
       2028  7EB 00059470 u_isJavaIDPart
       2029  7EC 00059550 u_isJavaIDStart
       2030  7ED 00059610 u_isJavaSpaceChar
       2031  7EE 000510B0 u_isMirrored
       2032  7EF 000596D0 u_isUAlphabetic
       2033  7F0 000552D0 u_isULowercase
       2034  7F1 000552F0 u_isUUppercase
       2035  7F2 000596F0 u_isUWhiteSpace
       2036  7F3 00059710 u_isWhitespace
       2037  7F4 00059800 u_isalnum
       2038  7F5 000598C0 u_isalpha
       2039  7F6 00059980 u_isbase
       2040  7F7 00059A40 u_isblank
       2041  7F8 00059B00 u_iscntrl
       2042  7F9 00059BC0 u_isdefined
       2043  7FA 00059C70 u_isdigit
       2044  7FB 00059D20 u_isgraph
       2045  7FC 00059EA0 u_islower
       2046  7FD 00059F50 u_isprint
       2047  7FE 0005A0E0 u_ispunct
       2048  7FF 0005A1A0 u_isspace
       2049  800 0005A280 u_istitle
       2050  801 0005A330 u_isupper
       2051  802 0005A3E0 u_isxdigit
       2052  803 000A1D10 u_memcasecmp
       2053  804 000A3400 u_memchr
       2054  805 000A3460 u_memchr32
       2055  806 000A34D0 u_memcmp
       2056  807 000A3510 u_memcmpCodePointOrder
       2057  808 000A3540 u_memcpy
       2058  809 000A3570 u_memmove
       2059  80A 000A35A0 u_memrchr
       2060  80B 000A3600 u_memrchr32
       2061  80C 000A3670 u_memset
       2062  80D 000A0300 u_releaseDefaultConverter
       2063  80E 00087960 u_setAtomicIncDecFunctions
       2064  80F 00009150 u_setDataDirectory
       2065  810 00023310 u_setMemoryFunctions
       2066  811 00087980 u_setMutexFunctions
       2067  812 0003DC60 u_setTimeZoneFilesDirectory
       2068  813 0009E3A0 u_shapeArabic
       2069  814 000A1D60 u_strCaseCompare
       2070  815 000A36C0 u_strCompare
       2071  816 000A3700 u_strCompareIter
       2072  817 000A3880 u_strFindFirst
       2073  818 000A3AD0 u_strFindLast
       2074  819 000A1DD0 u_strFoldCase
       2075  81A 000A4A50 u_strFromJavaModifiedUTF8WithSub
       2076  81B 000A4F80 u_strFromUTF32
       2077  81C 000A4FC0 u_strFromUTF32WithSub
       2078  81D 000A51E0 u_strFromUTF8
       2079  81E 000A5220 u_strFromUTF8Lenient
       2080  81F 000095F0 u_strFromUTF8WithSub
       2081  820 000A0BF0 u_strFromWCS
       2082  821 000A3C20 u_strHasMoreChar32Than
       2083  822 000A5690 u_strToJavaModifiedUTF8
       2084  823 0000D690 u_strToLower
       2085  824 000A07A0 u_strToTitle
       2086  825 000A5970 u_strToUTF32
       2087  826 000A59B0 u_strToUTF32WithSub
       2088  827 000A5B80 u_strToUTF8
       2089  828 00008F60 u_strToUTF8WithSub
       2090  829 0000A740 u_strToUpper
       2091  82A 000A0BF0 u_strToWCS
       2092  82B 000A1E20 u_strcasecmp
       2093  82C 000A3D10 u_strcat
       2094  82D 000A3D50 u_strchr
       2095  82E 000A3DA0 u_strchr32
       2096  82F 000A3E00 u_strcmp
       2097  830 000A3E30 u_strcmpCodePointOrder
       2098  831 000A3E60 u_strcpy
       2099  832 000A3E90 u_strcspn
       2100  833 000A3EB0 u_strlen
       2101  834 000A1E70 u_strncasecmp
       2102  835 000A3ED0 u_strncat
       2103  836 000A3F20 u_strncmp
       2104  837 000A3F80 u_strncmpCodePointOrder
       2105  838 000A3FB0 u_strncpy
       2106  839 000A3FE0 u_strpbrk
       2107  83A 000A4010 u_strrchr
       2108  83B 000A4060 u_strrchr32
       2109  83C 000A40D0 u_strrstr
       2110  83D 000A40F0 u_strspn
       2111  83E 000A4110 u_strstr
       2112  83F 000A4130 u_strtok_r
       2113  840 0000CFD0 u_terminateChars
       2114  841 000A41D0 u_terminateUChar32s
       2115  842 00009750 u_terminateUChars
       2116  843 000A4220 u_terminateWChars
       2117  844 00055310 u_tolower
       2118  845 00055320 u_totitle
       2119  846 00055330 u_toupper
       2120  847 000A0380 u_uastrcpy
       2121  848 000A0420 u_uastrncpy
       2122  849 000A4270 u_unescape
       2123  84A 000A4400 u_unescapeAt
       2124  84B 000084E0 u_versionFromString
       2125  84C 00008440 u_versionFromUString
       2126  84D 0003DCB0 u_versionToString
       2127  84E 00050100 ubidi_close
       2128  84F 00050190 ubidi_countParagraphs
       2129  850 00051A90 ubidi_countRuns
       2130  851 000501C0 ubidi_getBaseDirection
       2131  852 000511C0 ubidi_getClass
       2132  853 00050280 ubidi_getClassCallback
       2133  854 000502B0 ubidi_getCustomizedClass
       2134  855 00050300 ubidi_getDirection
       2135  856 00050330 ubidi_getLength
       2136  857 00051AF0 ubidi_getLevelAt
       2137  858 00051B60 ubidi_getLevels
       2138  859 00051C60 ubidi_getLogicalIndex
       2139  85A 00051F10 ubidi_getLogicalMap
       2140  85B 00052160 ubidi_getLogicalRun
       2141  85C 000503D0 ubidi_getParaLevel
       2142  85D 00050450 ubidi_getParagraph
       2143  85E 000504E0 ubidi_getParagraphByIndex
       2144  85F 000505B0 ubidi_getProcessedLength
       2145  860 000505E0 ubidi_getReorderingMode
       2146  861 00050600 ubidi_getReorderingOptions
       2147  862 00050620 ubidi_getResultLength
       2148  863 00050650 ubidi_getText
       2149  864 000525C0 ubidi_getVisualIndex
       2150  865 00052850 ubidi_getVisualMap
       2151  866 00052B30 ubidi_getVisualRun
       2152  867 00052C00 ubidi_invertMap
       2153  868 00050680 ubidi_isInverse
       2154  869 000506A0 ubidi_isOrderParagraphsLTR
       2155  86A 000506C0 ubidi_open
       2156  86B 000506F0 ubidi_openSized
       2157  86C 00050810 ubidi_orderParagraphsLTR
       2158  86D 00052CB0 ubidi_reorderLogical
       2159  86E 00052D80 ubidi_reorderVisual
       2160  86F 00050830 ubidi_setClassCallback
       2161  870 00050890 ubidi_setContext
       2162  871 00050940 ubidi_setInverse
       2163  872 00052E70 ubidi_setLine
       2164  873 00050960 ubidi_setPara
       2165  874 00050FD0 ubidi_setReorderingMode
       2166  875 00051000 ubidi_setReorderingOptions
       2167  876 00053FA0 ubidi_writeReordered
       2168  877 00054570 ubidi_writeReverse
       2169  878 00053570 ubiditransform_close
       2170  879 000535B0 ubiditransform_open
       2171  87A 000535F0 ubiditransform_transform
       2172  87B 0005A4B0 ublock_getCode
       2173  87C 0002EED0 ubrk_close
       2174  87D 0002B970 ubrk_countAvailable
       2175  87E 00035D30 ubrk_current
       2176  87F 000183A0 ubrk_first
       2177  880 00035D10 ubrk_following
       2178  881 00054650 ubrk_getAvailable
       2179  882 00054660 ubrk_getBinaryRules
       2180  883 00054730 ubrk_getLocaleByType
       2181  884 00054750 ubrk_getRuleStatus
       2182  885 00054770 ubrk_getRuleStatusVec
       2183  886 00054790 ubrk_isBoundary
       2184  887 000547B0 ubrk_last
       2185  888 000547D0 ubrk_next
       2186  889 000547F0 ubrk_open
       2187  88A 000549C0 ubrk_openBinaryRules
       2188  88B 00054A90 ubrk_openRules
       2189  88C 00035D50 ubrk_preceding
       2190  88D 00054B40 ubrk_previous
       2191  88E 00054B60 ubrk_refreshUText
       2192  88F 00054B80 ubrk_safeClone
       2193  890 00054BF0 ubrk_setText
       2194  891 00054CA0 ubrk_setUText
       2195  892 00040A10 ubrk_swap
       2196  893 0000C7D0 ucache_compareKeys
       2197  894 0002EED0 ucache_deleteKey
       2198  895 0000C500 ucache_hashKeys
       2199  896 000557D0 ucase_fold
       2200  897 00055950 ucase_getType
       2201  898 00055A00 ucase_getTypeOrIgnorable
       2202  899 00055C30 ucase_isCaseSensitive
       2203  89A 00055CE0 ucase_isSoftDotted
       2204  89B 00055D00 ucase_toFullFolding
       2205  89C 0000BD60 ucase_toFullLower
       2206  89D 00055F10 ucase_toFullTitle
       2207  89E 00055F40 ucase_toFullUpper
       2208  89F 00055F70 ucase_tolower
       2209  8A0 00056080 ucase_totitle
       2210  8A1 000561C0 ucase_toupper
       2211  8A2 00057F00 ucasemap_close
       2212  8A3 0000C7C0 ucasemap_getBreakIterator
       2213  8A4 0000E430 ucasemap_getLocale
       2214  8A5 0001B870 ucasemap_getOptions
       2215  8A6 00058430 ucasemap_open
       2216  8A7 00058990 ucasemap_setBreakIterator
       2217  8A8 000584C0 ucasemap_setLocale
       2218  8A9 00058590 ucasemap_setOptions
       2219  8AA 000A08C0 ucasemap_toTitle
       2220  8AB 000585A0 ucasemap_utf8FoldCase
       2221  8AC 00058600 ucasemap_utf8ToLower
       2222  8AD 000589E0 ucasemap_utf8ToTitle
       2223  8AE 00058660 ucasemap_utf8ToUpper
       2224  8AF 00089D00 uchar_swapNames
       2225  8B0 0005D4B0 ucln_cleanupOne
       2226  8B1 0000C8D0 ucln_registerCleanup
       2227  8B2 00062080 ucnv_cbFromUWriteBytes
       2228  8B3 000620D0 ucnv_cbFromUWriteSub
       2229  8B4 00062190 ucnv_cbFromUWriteUChars
       2230  8B5 000622D0 ucnv_cbToUWriteSub
       2231  8B6 00062310 ucnv_cbToUWriteUChars
       2232  8B7 0005E4F0 ucnv_close
       2233  8B8 00065BF0 ucnv_compareNames
       2234  8B9 0005E640 ucnv_convert
       2235  8BA 0005E780 ucnv_convertEx
       2236  8BB 00065D10 ucnv_countAliases
       2237  8BC 0005ECF0 ucnv_countAvailable
       2238  8BD 00065D20 ucnv_countStandards
       2239  8BE 00060FD0 ucnv_createConverter
       2240  8BF 0005ED20 ucnv_detectUnicodeSignature
       2241  8C0 00061290 ucnv_enableCleanup
       2242  8C1 0005EF60 ucnv_fixFileSeparator
       2243  8C2 000612B0 ucnv_flushCache
       2244  8C3 0005EFD0 ucnv_fromAlgorithmic
       2245  8C4 0005F010 ucnv_fromUChars
       2246  8C5 0005F1C0 ucnv_fromUCountPending
       2247  8C6 0005F220 ucnv_fromUnicode
       2248  8C7 00065D60 ucnv_getAlias
       2249  8C8 00065D70 ucnv_getAliases
       2250  8C9 0005F390 ucnv_getAvailableName
       2251  8CA 0005F3C0 ucnv_getCCSID
       2252  8CB 00065D90 ucnv_getCanonicalName
       2253  8CC 00061370 ucnv_getDefaultName
       2254  8CD 000707B0 ucnv_getDisplayName
       2255  8CE 0005F440 ucnv_getFromUCallBack
       2256  8CF 0005F460 ucnv_getInvalidChars
       2257  8D0 0005F4C0 ucnv_getInvalidUChars
       2258  8D1 0005F520 ucnv_getMaxCharSize
       2259  8D2 0005F530 ucnv_getMinCharSize
       2260  8D3 0005F550 ucnv_getName
       2261  8D4 0005F5A0 ucnv_getNextUChar
       2262  8D5 0005F910 ucnv_getPlatform
       2263  8D6 00065E10 ucnv_getStandard
       2264  8D7 00065E80 ucnv_getStandardName
       2265  8D8 0005F930 ucnv_getStarters
       2266  8D9 0005F970 ucnv_getSubstChars
       2267  8DA 0005F9D0 ucnv_getToUCallBack
       2268  8DB 0005F9F0 ucnv_getType
       2269  8DC 00067810 ucnv_getUnicodeSet
       2270  8DD 00065F50 ucnv_io_countKnownConverters
       2271  8DE 00065FA0 ucnv_io_getConverterName
       2272  8DF 00066120 ucnv_io_stripASCIIForCompare
       2273  8E0 000661C0 ucnv_io_stripEBCDICForCompare
       2274  8E1 0005FA10 ucnv_isAmbiguous
       2275  8E2 0005FA30 ucnv_isFixedWidth
       2276  8E3 00061480 ucnv_load
       2277  8E4 0005FA80 ucnv_open
       2278  8E5 00066270 ucnv_openAllNames
       2279  8E6 0005FAA0 ucnv_openCCSID
       2280  8E7 0005FB40 ucnv_openPackage
       2281  8E8 00066320 ucnv_openStandardNames
       2282  8E9 0005FB50 ucnv_openU
       2283  8EA 0005FBD0 ucnv_reset
       2284  8EB 0005FBE0 ucnv_resetFromUnicode
       2285  8EC 0005FC00 ucnv_resetToUnicode
       2286  8ED 0005FC20 ucnv_safeClone
       2287  8EE 00061740 ucnv_setDefaultName
       2288  8EF 0005FF50 ucnv_setFallback
       2289  8F0 0005FF60 ucnv_setFromUCallBack
       2290  8F1 0005FFA0 ucnv_setSubstChars
       2291  8F2 00060000 ucnv_setSubstString
       2292  8F3 00060190 ucnv_setToUCallBack
       2293  8F4 000617D0 ucnv_swap
       2294  8F5 00066410 ucnv_swapAliases
       2295  8F6 000601D0 ucnv_toAlgorithmic
       2296  8F7 00060220 ucnv_toUChars
       2297  8F8 000603E0 ucnv_toUCountPending
       2298  8F9 00060420 ucnv_toUnicode
       2299  8FA 00062010 ucnv_unload
       2300  8FB 00060590 ucnv_usesFallback
       2301  8FC 0007AEE0 ucnvsel_close
       2302  8FD 0007B000 ucnvsel_open
       2303  8FE 0007B240 ucnvsel_openFromSerialized
