Microsoft (R) COFF/PE Dumper Version 14.20.27508.1
Copyright (C) Microsoft Corporation.  All rights reserved.


Dump of file C:\WINDOWS\System32\ucrtbase.dll

File Type: DLL

  Section contains the following exports for ucrtbase.dll

    00000000 characteristics
    490B0AEB time date stamp
        0.00 version
           1 ordinal base
        2483 number of functions
        2483 number of names

    ordinal hint RVA      name

       1983  7BE 000A2670 _wmktemp_s
       1984  7BF 000A2BB0 _wopen
       1985  7C0 0006E010 _wperror
       1986  7C1 0009C010 _wpopen
       1987  7C2 000A8030 _wputenv
       1988  7C3 000A8040 _wputenv_s
       1989  7C4 000A0ED0 _wremove
       1990  7C5 000A0E60 _wrename
       1991  7C6 00015BF0 _write
       1992  7C7 000A0EA0 _wrmdir
       1993  7C8 000A8790 _wsearchenv
       1994  7C9 000A87B0 _wsearchenv_s
       1995  7CA 000097C0 _wsetlocale
       1996  7CB 000A2BE0 _wsopen
       1997  7CC 000A2C30 _wsopen_dispatch
       1998  7CD 000201D0 _wsopen_s
       1999  7CE 000AA140 _wspawnl
       2000  7CF 000AA180 _wspawnle
       2001  7D0 000AA520 _wspawnlp
       2002  7D1 000AA560 _wspawnlpe
       2003  7D2 000AB200 _wspawnv
       2004  7D3 000AB210 _wspawnve
       2005  7D4 000AB900 _wspawnvp
       2006  7D5 000AB910 _wspawnvpe
       2007  7D6 0009EC00 _wsplitpath
       2008  7D7 0001FA40 _wsplitpath_s
       2009  7D8 000A0BE0 _wstat32
       2010  7D9 000A0BF0 _wstat32i64
       2011  7DA 000A0C00 _wstat64
       2012  7DB 000A0C10 _wstat64i32
       2013  7DC 000A5B40 _wstrdate
       2014  7DD 000A5B70 _wstrdate_s
       2015  7DE 000A5E50 _wstrtime
       2016  7DF 000A5E80 _wstrtime_s
       2017  7E0 000ABB90 _wsystem
       2018  7E1 00081A50 _wtempnam
       2019  7E2 00082750 _wtmpnam
       2020  7E3 00082780 _wtmpnam_s
       2021  7E4 000054B0 _wtof
       2022  7E5 00063A90 _wtof_l
       2023  7E6 00008BD0 _wtoi
       2024  7E7 000078A0 _wtoi64
       2025  7E8 00064960 _wtoi64_l
       2026  7E9 000649A0 _wtoi_l
       2027  7EA 00008BD0 _wtol
       2028  7EB 000649A0 _wtol_l
       2029  7EC 000078A0 _wtoll
       2030  7ED 00064960 _wtoll_l
       2031  7EE 000A0F00 _wunlink
       2032  7EF 000A6950 _wutime32
       2033  7F0 000A6960 _wutime64
       2034  7F1 000842E0 _y0
       2035  7F2 00084640 _y1
       2036  7F3 000849B0 _yn
       2037  7F4 0006E8D0 abort
       2038  7F5 00083220 abs
       2039  7F6 000300D0 acos
       2040  7F7 00030380 acosf
       2041  7F8 00083680 acosh
       2042  7F9 00083760 acoshf
       2043  7FA 00083680 acoshl
       2044  7FB 000A4370 asctime
       2045  7FC 000A4380 asctime_s
       2046  7FD 000305E0 asin
       2047  7FE 00030880 asinf
       2048  7FF 00083830 asinh
       2049  800 00083910 asinhf
       2050  801 00083830 asinhl
       2051  802 00030AB0 atan
       2052  803 00030CD0 atan2
       2053  804 00031400 atan2f
       2054  805 00031820 atanf
       2055  806 000839F0 atanh
       2056  807 00083AC0 atanhf
       2057  808 000839F0 atanhl
       2058  809 000055B0 atof
       2059  80A 00008670 atoi
       2060  80B 00008670 atol
       2061  80C 00019620 atoll
       2062  80D 00011DD0 bsearch
       2063  80E 00014350 bsearch_s
       2064  80F 00066250 btowc
       2065  810 00064A80 c16rtomb
       2066  811 00064B50 c32rtomb
       2067  812 00084B50 cabs
       2068  813 00084B00 cabsf
       2069  814 00084B30 cabsl
       2070  815 00084B70 cacos
       2071  816 00084E10 cacosf
       2072  817 00085080 cacosh
       2073  818 00085390 cacoshf
       2074  819 00085080 cacoshl
       2075  81A 00084B70 cacosl
       2076  81B 0000AE90 calloc
       2077  81C 00085680 carg
       2078  81D 000856A0 cargf
       2079  81E 00085680 cargl
       2080  81F 000856D0 casin
       2081  820 00085740 casinf
       2082  821 000857B0 casinh
       2083  822 00085A70 casinhf
       2084  823 000857B0 casinhl
       2085  824 000856D0 casinl
       2086  825 00085D30 catan
       2087  826 00085DA0 catanf
       2088  827 00085E10 catanh
       2089  828 00086170 catanhf
       2090  829 00085E10 catanhl
       2091  82A 00085D30 catanl
       2092  82B 000864A0 cbrt
       2093  82C 00086620 cbrtf
       2094  82D 000864A0 cbrtl
       2095  82E 00086770 ccos
       2096  82F 000867C0 ccosf
       2097  830 00086910 ccosh
       2098  831 00086BC0 ccoshf
       2099  832 00086E80 ccoshl
       2100  833 00087030 ccosl
       2101  834 00031A30 ceil
       2102  835 00031B00 ceilf
       2103  836 00087080 cexp
       2104  837 00087260 cexpf
       2105  838 00087430 cexpl
       2106  839 00087610 cimag
       2107  83A 00087620 cimagf
       2108  83B 00087610 cimagl
       2109  83C 000709B0 clearerr
       2110  83D 000709C0 clearerr_s
       2111  83E 0001FD50 clock
       2112  83F 00087660 clog
       2113  840 000878A0 clog10
       2114  841 00087900 clog10f
       2115  842 000878A0 clog10l
       2116  843 00087970 clogf
       2117  844 00087660 clogl
       2118  845 00087B90 conj
       2119  846 00087BC0 conjf
       2120  847 00087B90 conjl
       2121  848 00087C60 copysign
       2122  849 00087CB0 copysignf
       2123  84A 00087C60 copysignl
       2124  84B 00028B30 cos
       2125  84C 000290B0 cosf
       2126  84D 00031B90 cosh
       2127  84E 00032030 coshf
       2128  84F 00087D70 cpow
       2129  850 00087EF0 cpowf
       2130  851 00087F90 cpowl
       2131  852 00088090 cproj
       2132  853 00088140 cprojf
       2133  854 00088090 cprojl
       2134  855 000881E0 creal
       2135  856 000881F0 crealf
       2136  857 000881E0 creall
       2137  858 00088230 csin
       2138  859 000882A0 csinf
       2139  85A 000884B0 csinh
       2140  85B 00088780 csinhf
       2141  85C 00088A70 csinhl
       2142  85D 00088BC0 csinl
       2143  85E 00088E30 csqrt
       2144  85F 000891F0 csqrtf
       2145  860 00088E30 csqrtl
       2146  861 000893E0 ctan
       2147  862 00089450 ctanf
       2148  863 000894C0 ctanh
       2149  864 00089660 ctanhf
       2150  865 000894C0 ctanhl
       2151  866 000893E0 ctanl
       2152  867 00022BE0 div
       2153  868 00089870 erf
       2154  869 00089A20 erfc
       2155  86A 00089CE0 erfcf
       2156  86B 00089F60 erfcl
       2157  86C 0008A280 erff
       2158  86D 0008A430 erfl
       2159  86E 0001FED0 exit
       2160  86F 000295C0 exp
       2161  870 0008A820 exp2
       2162  871 0008AB70 exp2f
       2163  872 0008AEE0 exp2l
       2164  873 000299C0 expf
       2165  874 0008AFE0 expm1
       2166  875 0008B110 expm1f
       2167  876 0008AFE0 expm1l
       2168  877 0008B200 fabs
       2169  878 000176B0 fclose
       2170  879 0008B210 fdim
       2171  87A 0008B280 fdimf
       2172  87B 0008B210 fdiml
       2173  87C 0008B2F0 feclearexcept
       2174  87D 00004C70 fegetenv
       2175  87E 0008B340 fegetexceptflag
       2176  87F 0008B3E0 fegetround
       2177  880 0008B410 feholdexcept
       2178  881 00071070 feof
       2179  882 000710B0 ferror
       2180  883 0008B470 fesetenv
       2181  884 0008B4F0 fesetexceptflag
       2182  885 0008B550 fesetround
       2183  886 0008B610 fetestexcept
       2184  887 00016B70 fflush
       2185  888 00001160 fgetc
       2186  889 000017A0 fgetpos
       2187  88A 00071340 fgets
       2188  88B 00071550 fgetwc
       2189  88C 00071350 fgetws
       2190  88D 000323F0 floor
       2191  88E 000324B0 floorf
       2192  88F 0008BD70 fma
       2193  890 0008C710 fmaf
       2194  891 0008C9B0 fmal
       2195  892 0008CC60 fmax
       2196  893 0008CCE0 fmaxf
       2197  894 0008CC60 fmaxl
       2198  895 0008CD60 fmin
       2199  896 0008CDE0 fminf
       2200  897 0008CD60 fminl
       2201  898 00029C70 fmod
       2202  899 00036EC0 fmodf
       2203  89A 00071750 fopen
       2204  89B 00071770 fopen_s
       2205  89C 000012D0 fputc
       2206  89D 00016F80 fputs
       2207  89E 000719E0 fputwc
       2208  89F 00071BC0 fputws
       2209  8A0 000181C0 fread
       2210  8A1 00018120 fread_s
       2211  8A2 0000C7B0 free
       2212  8A3 00071F00 freopen
       2213  8A4 00071F40 freopen_s
       2214  8A5 0008D750 frexp
       2215  8A6 00016850 fseek
       2216  8A7 000020E0 fsetpos
       2217  8A8 00001720 ftell
       2218  8A9 00016860 fwrite
       2219  8AA 00071130 getc
       2220  8AB 00071100 getchar
       2221  8AC 0001A3D0 getenv
       2222  8AD 000A7690 getenv_s
       2223  8AE 00072650 gets
       2224  8AF 00072670 gets_s
       2225  8B0 000715E0 getwc
       2226  8B1 00071520 getwchar
       2227  8B2 000327B0 hypot
       2228  8B3 0008D860 ilogb
       2229  8B4 0008D8B0 ilogbf
       2230  8B5 0008D860 ilogbl
       2231  8B6 00083200 imaxabs
       2232  8B7 00083300 imaxdiv
       2233  8B8 00065660 is_wctype
       2234  8B9 0001E4A0 isalnum
       2235  8BA 0001E230 isalpha
       2236  8BB 00067920 isblank
       2237  8BC 00020AF0 iscntrl
       2238  8BD 0001E700 isdigit
       2239  8BE 00067980 isgraph
       2240  8BF 00067D10 isleadbyte
       2241  8C0 000679D0 islower
       2242  8C1 00001010 isprint
       2243  8C2 00067A10 ispunct
       2244  8C3 0001E6C0 isspace
       2245  8C4 0001D940 isupper
       2246  8C5 00007920 iswalnum
       2247  8C6 000054A0 iswalpha
       2248  8C7 00022150 iswascii
       2249  8C8 00067CA0 iswblank
       2250  8C9 00067CC0 iswcntrl
       2251  8CA 00007930 iswctype
       2252  8CB 00007910 iswdigit
       2253  8CC 00067CD0 iswgraph
       2254  8CD 00067CE0 iswlower
       2255  8CE 00022740 iswprint
       2256  8CF 00067CF0 iswpunct
       2257  8D0 00007980 iswspace
       2258  8D1 00001F00 iswupper
       2259  8D2 00002400 iswxdigit
       2260  8D3 0001F8A0 isxdigit
       2261  8D4 00083220 labs
       2262  8D5 0008D900 ldexp
       2263  8D6 00022BE0 ldiv
       2264  8D7 0008E0F0 lgamma
       2265  8D8 0008EA40 lgammaf
       2266  8D9 0008EC70 lgammal
       2267  8DA 00083200 llabs
       2268  8DB 00083480 lldiv
       2269  8DC 0008EEB0 llrint
       2270  8DD 0008EF40 llrintf
       2271  8DE 0008EEB0 llrintl
       2272  8DF 0001EC10 llround
       2273  8E0 0008EFD0 llroundf
       2274  8E1 0008F040 llroundl
       2275  8E2 00011450 localeconv
       2276  8E3 00029FC0 log
       2277  8E4 0002A500 log10
       2278  8E5 0002AAC0 log10f
       2279  8E6 0008F0B0 log1p
       2280  8E7 0008F190 log1pf
       2281  8E8 0008F0B0 log1pl
       2282  8E9 00037B10 log2
       2283  8EA 0008F5E0 log2f
       2284  8EB 0008F5F0 log2l
       2285  8EC 0008F680 logb
       2286  8ED 0008F600 logbf
       2287  8EE 0008F680 logbl
       2288  8EF 0002AFB0 logf
       2289  8F0 00045A60 longjmp
       2290  8F1 0008F700 lrint
       2291  8F2 0008F790 lrintf
       2292  8F3 0008F700 lrintl
       2293  8F4 0001EBA0 lround
       2294  8F5 0008F820 lroundf
       2295  8F6 0008F890 lroundl
       2296  8F7 0000C9E0 malloc
       2297  8F8 00065890 mblen
       2298  8F9 000662C0 mbrlen
       2299  8FA 000659A0 mbrtoc16
       2300  8FB 00065B90 mbrtoc32
       2301  8FC 00066310 mbrtowc
       2302  8FD 00066380 mbsrtowcs
       2303  8FE 00066390 mbsrtowcs_s
       2304  8FF 00001D70 mbstowcs
       2305  900 00022950 mbstowcs_s
       2306  901 00066480 mbtowc
       2307  902 00045A90 memchr
       2308  903 00045AC0 memcmp
       2309  904 00045BA0 memcpy
       2310  905 000241C0 memcpy_s
       2311  906 00045BA0 memmove
       2312  907 00024250 memmove_s
       2313  908 00045860 memset
       2314  909 00032EB0 modf
       2315  90A 00032FA0 modff
       2316  90B 0008FA50 nan
       2317  90C 0008FB20 nanf
       2318  90D 0008FA50 nanl
       2319  90E 0008FB30 nearbyint
       2320  90F 0008FB80 nearbyintf
       2321  910 0008FB30 nearbyintl
       2322  911 0008FBD0 nextafter
       2323  912 0008FBE0 nextafterf
       2324  913 0008FBD0 nextafterl
       2325  914 0008FBF0 nexttoward
       2326  915 0008FD70 nexttowardf
       2327  916 0008FBF0 nexttowardl
       2328  917 0008FEE0 norm
       2329  918 0008FF00 normf
       2330  919 0008FEE0 norml
       2331  91A 0006D490 perror
       2332  91B 0002B3C0 pow
       2333  91C 0002CA60 powf
       2334  91D 00071800 putc
       2335  91E 00071810 putchar
       2336  91F 00080760 puts
       2337  920 00071A80 putwc
       2338  921 00071A90 putwchar
       2339  922 00010B30 qsort
       2340  923 000150B0 qsort_s
       2341  924 00070780 quick_exit
       2342  925 0006D850 raise
       2343  926 000145A0 rand
       2344  927 00022500 rand_s
       2345  928 0000DC80 realloc
       2346  929 00038310 remainder
       2347  92A 00038860 remainderf
       2348  92B 0008FF30 remainderl
       2349  92C 000A0C30 remove
       2350  92D 0008FF40 remquo
       2351  92E 00090110 remquof
       2352  92F 0008FF40 remquol
       2353  930 0009E440 rename
       2354  931 00080AD0 rewind
       2355  932 00090430 rint
       2356  933 000905F0 rintf
       2357  934 00090430 rintl
       2358  935 0001ECD0 round
       2359  936 000022D0 roundf
       2360  937 00090660 roundl
       2361  938 000906D0 scalbln
       2362  939 00090740 scalblnf
       2363  93A 000906D0 scalblnl
       2364  93B 000906D0 scalbn
       2365  93C 00090740 scalbnf
       2366  93D 000906D0 scalbnl
       2367  93E 0006DFA0 set_terminate
       2368  93F 000457B0 set_unexpected
       2369  940 00080CE0 setbuf
       2370  941 00047D20 setjmp
       2371  942 00008DE0 setlocale
       2372  943 000810D0 setvbuf
       2373  944 0006DA80 signal
       2374  945 0002E1F0 sin
       2375  946 0002E760 sinf
       2376  947 00033050 sinh
       2377  948 00033530 sinhf
       2378  949 00033910 sqrt
       2379  94A 000339E0 sqrtf
       2380  94B 000145F0 srand
       2381  94C 00024420 strcat
       2382  94D 00024580 strcat_s
       2383  94E 00045FF0 strchr
       2384  94F 00024610 strcmp
       2385  950 00024750 strcoll
       2386  951 000244C0 strcpy
       2387  952 00024760 strcpy_s
       2388  953 00024870 strcspn
       2389  954 00001A50 strerror
       2390  955 0006DEC0 strerror_s
       2391  956 00019650 strftime
       2392  957 00024ED0 strlen
       2393  958 000252A0 strncat
       2394  959 00025440 strncat_s
       2395  95A 00025540 strncmp
       2396  95B 00025760 strncpy
       2397  95C 000258D0 strncpy_s
       2398  95D 00025C50 strnlen
       2399  95E 000261E0 strpbrk
       2400  95F 00046080 strrchr
       2401  960 000266F0 strspn
       2402  961 000461D0 strstr
       2403  962 000033E0 strtod
       2404  963 00001570 strtof
       2405  964 00019390 strtoimax
       2406  965 00026AC0 strtok
       2407  966 00026C20 strtok_s
       2408  967 00007800 strtol
       2409  968 000033E0 strtold
       2410  969 00019390 strtoll
       2411  96A 00005460 strtoul
       2412  96B 00002810 strtoull
       2413  96C 00002810 strtoumax
       2414  96D 00027100 strxfrm
       2415  96E 000ABBA0 system
       2416  96F 0002F2A0 tan
       2417  970 0002FA40 tanf
       2418  971 00033BC0 tanh
       2419  972 00033E30 tanhf
       2420  973 0006DFE0 terminate
       2421  974 00091120 tgamma
       2422  975 00091BA0 tgammaf
       2423  976 00092750 tgammal
       2424  977 000827D0 tmpfile
       2425  978 00082800 tmpfile_s
       2426  979 00082810 tmpnam
       2427  97A 00082840 tmpnam_s
       2428  97B 0001E360 tolower
       2429  97C 00020E70 toupper
       2430  97D 000671C0 towctrans
       2431  97E 0001D270 towlower
       2432  97F 0001D390 towupper
       2433  980 00092990 trunc
       2434  981 000929C0 truncf
       2435  982 00092990 truncl
       2436  983 000457F0 unexpected
       2437  984 000829C0 ungetc
       2438  985 00082D10 ungetwc
       2439  986 00066E70 wcrtomb
       2440  987 00066EB0 wcrtomb_s
       2441  988 00027110 wcscat
       2442  989 00027150 wcscat_s
       2443  98A 000463E0 wcschr
       2444  98B 000271E0 wcscmp
       2445  98C 000272F0 wcscoll
       2446  98D 00027360 wcscpy
       2447  98E 00027390 wcscpy_s
       2448  98F 00027400 wcscspn
       2449  990 00002C30 wcsftime
       2450  991 00025DB0 wcslen
       2451  992 00027AB0 wcsncat
       2452  993 00027B00 wcsncat_s
       2453  994 00027C10 wcsncmp
       2454  995 00027DC0 wcsncpy
       2455  996 00027E10 wcsncpy_s
       2456  997 00025EE0 wcsnlen
       2457  998 00028310 wcspbrk
       2458  999 00046480 wcsrchr
       2459  99A 00066F50 wcsrtombs
       2460  99B 00066F60 wcsrtombs_s
       2461  99C 00028420 wcsspn
       2462  99D 00046540 wcsstr
       2463  99E 00003180 wcstod
       2464  99F 00001440 wcstof
       2465  9A0 00022EF0 wcstoimax
       2466  9A1 00028470 wcstok
       2467  9A2 00028570 wcstok_s
       2468  9A3 00008B60 wcstol
       2469  9A4 00003180 wcstold
       2470  9A5 00022330 wcstoll
       2471  9A6 00002410 wcstombs
       2472  9A7 00001F10 wcstombs_s
       2473  9A8 00008BA0 wcstoul
       2474  9A9 00021C40 wcstoull
       2475  9AA 00021C40 wcstoumax
       2476  9AB 00028A40 wcsxfrm
       2477  9AC 00067030 wctob
       2478  9AD 00067140 wctomb
       2479  9AE 000671A0 wctomb_s
       2480  9AF 000671E0 wctrans
       2481  9B0 00067260 wctype
       2482  9B1 00028A50 wmemcpy_s
       2483  9B2 00028AD0 wmemmove_s

  Summary

        3000 .data
        B000 .pdata
       38000 .rdata
        1000 .reloc
        1000 .rsrc
       B1000 .text
