Microsoft (R) COFF/PE Dumper Version 14.20.27508.1
Copyright (C) Microsoft Corporation.  All rights reserved.


Dump of file C:\WINDOWS\System32\wbemcomn.dll

File Type: DLL

  Section contains the following exports for wbemcomn.dll

    00000000 characteristics
    264DE62A time date stamp
        0.00 version
           1 ordinal base
        1397 number of functions
        1397 number of names

    ordinal hint RVA      name

       1024  3D7 000118C0 ?QueryInterface@CUnk@@UEAAJAEBU_GUID@@PEAPEAX@Z
       1025  3D8 00010E80 ?QueryInterface@CUnkInternal@@UEAAJAEBU_GUID@@PEAPEAX@Z
       1026  3D9 00004EE0 ?QueryInterface@CWbemCallSecurity@@UEAAJAEBU_GUID@@PEAPEAX@Z
       1027  3DA 0002D410 ?QueueUnblockedWaitForSingleObject@CExecQueue@@SAKPEAXK@Z
       1028  3DB 0002D490 ?QueueWaitForSingleObject@CExecQueue@@SAKPEAXK@Z
       1029  3DC 00023050 ?Read@CBuffer@@UEAAJPEAXKPEAK@Z
       1030  3DD 000453A0 ?ReadFromRegistry@CWMITraceSettings@@QEAAKPEBG@Z
       1032  3DE 000230C0 ?ReadLPWSTR@CBuffer@@QEAAJAEAPEBG@Z
       1034  3DF 00022A00 ?Realloc@CWin32DefaultArena@@UEAAPEAXPEAX_K@Z
       1035  3E0 00009A40 ?ReduceSql89Joins@CWQLScanner@@AEAAHXZ
       1036  3E1 000419F0 ?ReduceSql92Joins@CWQLScanner@@AEAAHXZ
       1037  3E2 0002D510 ?Register@CExecQueue@@KAXPEAVCThreadRecord@1@@Z
       1038  3E3 000441E0 ?RegisterCMIFlushRepositoryCacheHook@CWbemInstallObject@@SAXP6AJH@Z@Z
       1041  3E4 000132B0 ?Release@CBasicUnloadInstruction@@UEAAXXZ
       1042  3E5 00023180 ?Release@CBuffer@@UEAAKXZ
       1043  3E6 0002B9A0 ?Release@CContainerControl@@UEAAXPEAUIUnknown@@@Z
       1044  3E7 0002D530 ?Release@CExecQueue@@QEAAXXZ
       1045  3E8 00012270 ?Release@CUnk@@UEAAKXZ
       1046  3E9 000117B0 ?Release@CUnkInternal@@UEAAKXZ
       1047  3EA 00004A90 ?Release@CWbemCallSecurity@@UEAAKXZ
       1048  3EB 0000D230 ?Release@QL_LEVEL_1_RPN_EXPRESSION@@QEAAXXZ
       1049  3EC 0000FE40 ?RemainsUntil@CWbemTime@@QEBA?AVCWbemInterval@@AEBV1@@Z
       1050  3ED 000100C0 ?Remove@CInstructionQueue@@QEAAJPEAVCInstructionTest@@PEAPEAVCTimerInstruction@@@Z
       1051  3EE 00042EA0 ?Remove@CMinMaxLimitControl@@UEAAJK@Z
       1052  3EF 000354E0 ?Remove@CTimerGenerator@@QEAAJPEAVCInstructionTest@@@Z
       1053  3F0 0000A420 ?RemoveAt@CFlexArray@@QEAAHH@Z
       1054  3F1 00034670 ?RemoveAt@CSafeArray@@QEAAHH@Z
       1055  3F2 00034A20 ?RemoveAt@CSmallArrayBlob@@QEAAPEAV1@HPEAPEAX@Z
       1056  3F3 000374D0 ?RemoveAt@CVarVector@@QEAAHH@Z
       1057  3F4 000021F0 ?RemoveAt@CWStringArray@@QEAAHH@Z
       1059  3F5 000134E0 ?RemoveMember@CLimitControl@@UEAAJXZ
       1060  3F6 00010F90 ?RemoveSelf@CClientOpsNode@@QEAAXXZ
       1061  3F7 0002E5E0 ?ReplaceAt@CWStringArray@@QEAAHHPEAG@Z
       1062  3F8 000335D0 ?ReplaceClassName@QL1_Parser@@SAPEAGPEAUQL_LEVEL_1_RPN_EXPRESSION@@PEBG@Z
       1063  3F9 0002B9C0 ?Report@CEventLog@@QEAAHGAEBU_EVENT_DESCRIPTOR@@VCInsertionString@@111111111@Z
       1064  3FA 0002E930 ?Requeue@CFlexQueue@@QEAA_NPEAX@Z
       1065  3FB 00042F80 ?Reread@CRegistryMinMaxLimitControl@@QEAAJXZ
       1066  3FC 000231C0 ?Reset@CBuffer@@QEAAXXZ
       1067  3FD 00031230 ?Reset@CMRCIControl@@QEAAXXZ
       1068  3FE 00028D10 ?ResetDate@CDateTimeParser@@IEAAXH@Z
       1069  3FF 00028D40 ?ResetDateTime@CDateTimeParser@@IEAAXH@Z
       1070  400 0002E990 ?ResetQueue@CFlexQueue@@QEAAXXZ
       1071  401 00028D80 ?ResetTime@CDateTimeParser@@IEAAXH@Z
       1072  402 0003F340 ?Resize@CNtAcl@@QEAAHK@Z
       1073  403 00034D50 ?Resume@CHaltable@@QEAAJXZ
       1074  404 00034DB0 ?ResumeAll@CHaltable@@QEAAJXZ
       1077  405 00036990 ?ReturnEscapedReturns@CTextTemplate@@AEAAPEAGPEAG@Z
       1078  406 00022D60 ?Revert@CBuffer@@UEAAJXZ
       1079  407 00011E30 ?RevertToSelf@CWbemCallSecurity@@UEAAJXZ
       1080  408 000355A0 ?ScheduleFreeUnusedLibraries@CTimerGenerator@@QEAAXXZ
       1081  409 0000FB60 ?SchedulerThread@CTimerGenerator@@CAKPEAX@Z
       1082  40A 0002C6D0 ?SearchForRecord@CEventLog@@IEAAHPEAVCEventLogRecord@@@Z
       1083  40B 00014130 ?SearchForSuitableRequest@CExecQueue@@MEAAPEAVCExecRequest@@PEAVCThreadRecord@1@@Z
       1084  40C 000231D0 ?Seek@CBuffer@@UEAAJT_LARGE_INTEGER@@KPEAT_ULARGE_INTEGER@@@Z
       1085  40D 0000A1A0 ?SelectList@CWQLScanner@@AEAAHXZ
       1086  40E 0003F480 ?Serialize@C9XAce@@UEAA_NPEAE_K@Z
       1087  40F 0003F510 ?Serialize@CNtAce@@UEAA_NPEAE_K@Z
       1088  410 00024A30 ?Set100nss@CWbemTime@@QEAAX_J@Z
       1089  411 0000EC90 ?Set@CTimerGenerator@@QEAAJPEAVCTimerInstruction@@VCWbemTime@@@Z
       1090  412 00033660 ?SetAggregated@QL_LEVEL_1_RPN_EXPRESSION@@UEAAXXZ
       1091  413 00033670 ?SetAggregationTolerance@QL_LEVEL_1_RPN_EXPRESSION@@UEAAXAEBU_tag_WbemQl1Tolerance@@@Z
       1092  414 0002C850 ?SetAreaFlags@CWMITraceSettings@@QEAAXK@Z
       1093  415 00012680 ?SetAsNull@CVar@@QEAAXXZ
       1094  416 00011420 ?SetAt@CFlexArray@@QEAAXHPEAX@Z
       1095  417 00034A70 ?SetAt@CSmallArrayBlob@@QEAAPEAV1@HPEAXPEAPEAX@Z
       1096  418 0002E600 ?SetAt@CWStringArray@@QEAAHHPEBG@Z
       1097  419 000441F0 ?SetAutoRecoverFolder@CWbemInstallObject@@SAXPEBG@Z
       1098  41A 00011F60 ?SetBSTR@CVar@@QEAAHPEAG@Z
       1099  41B 000104B0 ?SetBSTR@CVar@@QEAAHVauto_bstr@@@Z
       1100  41C 00034830 ?SetBSTRAt@CSafeArray@@QEAAHHPEAG@Z
       1101  41D 00013560 ?SetBinary@Registry@@QEAAHPEBGPEAEK@Z
       1102  41E 00044200 ?SetBinaryPath@CWbemInstallObject@@SAXPEBG@Z
       1103  41F 00037530 ?SetBlob@CVar@@QEAAXPEAUtagBLOB@@H@Z
       1104  420 0002C7C0 ?SetBool@CVar@@QEAAXF@Z
       1105  421 0002C7E0 ?SetBoolAt@CSafeArray@@QEAAHHF@Z
       1106  422 0002C800 ?SetByte@CVar@@QEAAXE@Z
       1107  423 0002C810 ?SetByteAt@CSafeArray@@QEAAHHE@Z
       1108  424 00012950 ?SetCanDelete@CVar@@QEAAXH@Z
       1109  425 0002C830 ?SetChar@CVar@@QEAAXD@Z
       1110  426 00012890 ?SetClassName@QL_LEVEL_1_RPN_EXPRESSION@@UEAAXPEBG@Z
       1111  427 00037580 ?SetClsId@CVar@@QEAAXPEAU_GUID@@H@Z
       1112  428 00033680 ?SetCountQuery@QL_LEVEL_1_RPN_EXPRESSION@@UEAAXXZ
       1113  429 000023E0 ?SetDMTF@CWbemTime@@QEAAHPEBG@Z
       1114  42A 0002C840 ?SetDWORD@CVar@@QEAAXK@Z
       1115  42B 000135B0 ?SetDWORD@Registry@@QEAAHPEBGK@Z
       1116  42C 000032E0 ?SetDWORDStr@Registry@@QEAAHPEBGK@Z
       1117  42D 00005400 ?SetDacl@CNtSecurityDescriptor@@QEAAHPEAVCNtAcl@@@Z
       1118  42E 00025200 ?SetDate@CDatePart@@QEAAJPEBD@Z
       1119  42F 00025380 ?SetDate@CDatePart@@QEAAJPEBG@Z
       1120  430 00028DB0 ?SetDateTime@CDateTimeParser@@QEAAHPEBG@Z
       1121  431 000455A0 ?SetDefaultValues@CWMITraceSettings@@QEAAKXZ
       1122  432 0002C850 ?SetDestructorPolicy@CSafeArray@@QEAAXH@Z
       1123  433 00037630 ?SetDispatch@CVar@@QEAAXPEAUIDispatch@@@Z
       1124  434 000348E0 ?SetDispatchAt@CSafeArray@@QEAAHHPEAUIDispatch@@@Z
       1125  435 0002C860 ?SetDouble@CVar@@QEAAXN@Z
       1126  436 0002C880 ?SetDoubleAt@CSafeArray@@QEAAHHN@Z
       1127  437 0002C8A0 ?SetEmbeddedObject@CVar@@QEAAXPEAUIUnknown@@@Z
       1128  438 000340E0 ?SetExpandStr@Registry@@QEAAHPEBG0@Z
       1129  439 00030B00 ?SetExpression@CLike@@QEAAXPEBGG@Z
       1130  43A 00041F70 ?SetFailure@CStaticCritSec@@SAXXZ
       1131  43B 0002C8B0 ?SetFileTime@CVar@@QEAAXPEAU_FILETIME@@@Z
       1132  43C 00024A40 ?SetFileTime@CWbemTime@@QEAAHAEBU_FILETIME@@@Z
       1133  43D 000244B0 ?SetFlags@C9XAce@@UEAAXJ@Z
       1134  43E 000244C0 ?SetFlags@CNtAce@@UEAAXJ@Z
       1135  43F 0002C8D0 ?SetFloat@CVar@@QEAAXM@Z
       1136  440 0002C8F0 ?SetFloatAt@CSafeArray@@QEAAHHM@Z
       1137  441 00005940 ?SetFromAbsoluteCopy@CNtSecurityDescriptor@@QEAAHPEAUSNtAbsoluteSD@@@Z
       1138  442 0003F550 ?SetGroup@CNtSecurityDescriptor@@QEAAHPEAVCNtSid@@@Z
       1139  443 0002C910 ?SetGrowGranularity@CSafeArray@@QEAAXH@Z
       1140  444 00033690 ?SetHandle@CPropertyName@@QEAAXPEAX@Z
       1141  445 0002D570 ?SetIdleTimeout@CExecQueue@@QEAAXK@Z
       1142  446 00012FC0 ?SetInfo@CClientOpsNode@@QEAAXPEAX@Z
       1143  447 00042150 ?SetInterval@CBasicUnloadInstruction@@QEAAXAEAVCWbemInterval@@@Z
       1144  448 00037660 ?SetLPSTR@CVar@@QEAAHPEADH@Z
       1145  449 00012730 ?SetLPWSTR@CVar@@QEAAHPEAGH@Z
       1146  44A 00044E70 ?SetLogingEnabled@CMemoryLog@@QEAAX_N@Z
       1147  44B 00011870 ?SetLong@CVar@@QEAAXJ@Z
       1148  44C 0002C920 ?SetLongAt@CSafeArray@@QEAAHHJ@Z
       1149  44D 00043110 ?SetMax@CMinMaxLimitControl@@QEAAXK@Z
       1150  44E 00012FB0 ?SetMilliseconds@CWbemInterval@@QEAAXK@Z
       1151  44F 00043120 ?SetMin@CMinMaxLimitControl@@QEAAXK@Z
       1152  450 00034150 ?SetMultiStr@Registry@@QEAAHPEBGPEAGK@Z
       1153  451 0002D580 ?SetNext@CExecRequest@@QEAAXPEAV1@@Z
       1155  452 00044210 ?SetOffline@CWbemInstallObject@@SAX_N@Z
       1156  453 0002D590 ?SetOverflowIdleTimeout@CExecQueue@@QEAAXK@Z
       1157  454 0003F880 ?SetOwner@CNtSecurityDescriptor@@QEAAHPEAVCNtSid@@@Z
       1158  455 00013670 ?SetPersistentCfgValue@CPersistentConfig@@QEAAHKK@Z
       1159  456 00006A50 ?SetPreferredLanguages@CMUILocale@@SAJKPEBGPEAK@Z
       1160  457 0002D5A0 ?SetPriority@CExecRequest@@QEAAXJ@Z
       1161  458 00034190 ?SetQWORD@Registry@@QEAAHPEBG_K@Z
       1162  459 00011FB0 ?SetRaw@CVar@@QEAAXHPEAXH@Z
       1163  45A 00037790 ?SetRawArrayBinding@CVarVector@@QEAAXH@Z
       1164  45B 00011FF0 ?SetRawArrayData@CVarVector@@QEAAJPEAXHH@Z
       1165  45C 00012FB0 ?SetRawArrayMaxElement@CSafeArray@@QEAAXH@Z
       1166  45D 00012C90 ?SetRawArraySize@CVarVector@@QEAAHH@Z
       1167  45E 00012040 ?SetRawData@CSafeArray@@QEAAHPEAXHH@Z
       1168  45F 00044220 ?SetRegistryPathCIMOM@CWbemInstallObject@@SAXPEBG@Z
       1169  460 00044230 ?SetRegistryPathWbem@CWbemInstallObject@@SAXPEBG@Z
       1170  461 00044240 ?SetRepositoryFolder@CWbemInstallObject@@SAXPEBG@Z
       1171  462 0002D5B0 ?SetRequestLimits@CExecQueue@@QEAAXJJJ@Z
       1172  463 0003F910 ?SetSacl@CNtSecurityDescriptor@@QEAAHPEAVCNtAcl@@@Z
       1173  464 000377B0 ?SetSafeArray@CVar@@QEAAXHPEAUtagSAFEARRAY@@@Z
       1174  465 00034940 ?SetScalarAt@CSafeArray@@AEAAHHTSA_ArrayScalar@@@Z
       1175  466 0002C940 ?SetShort@CVar@@QEAAXF@Z
       1176  467 0002C7E0 ?SetShortAt@CSafeArray@@QEAAHHF@Z
       1177  468 000232B0 ?SetSize@CBuffer@@QEAAJK@Z
       1178  469 000232E0 ?SetSize@CBuffer@@UEAAJT_ULARGE_INTEGER@@@Z
       1179  46A 00012FB0 ?SetSize@CFlexArray@@QEAAXH@Z
       1180  46B 0002D5A0 ?SetSleepAtMax@CMinMaxLimitControl@@QEAAXK@Z
       1181  46C 000027F0 ?SetStr@Registry@@QEAAHPEBG0@Z
       1182  46D 0000FED0 ?SetSystemTime@CWbemTime@@QEAAHAEBU_SYSTEMTIME@@@Z
       1183  46E 00036A90 ?SetTemplate@CTextTemplate@@QEAAXPEBG@Z
       1184  46F 0002D6E0 ?SetThreadLimits@CExecQueue@@QEAAXJJJ@Z
       1185  470 00012CB0 ?SetTolerance@QL_LEVEL_1_RPN_EXPRESSION@@UEAAXAEBU_tag_WbemQl1Tolerance@@@Z
       1186  471 00045850 ?SetTraceLevel@CWMITraceSettings@@QEAAXE@Z
       1187  472 000378A0 ?SetUnknown@CVar@@QEAAXPEAUIUnknown@@@Z
       1188  473 000348E0 ?SetUnknownAt@CSafeArray@@QEAAHHPEAUIUnknown@@@Z
       1189  474 000122B0 ?SetVarVector@CVar@@QEAAXPEAVCVarVector@@H@Z
       1190  475 000079E0 ?SetVariant@CVar@@QEAAHPEAUtagVARIANT@@H@Z
       1191  476 000348E0 ?SetVariantAt@CSafeArray@@QEAAHHPEAUtagVARIANT@@@Z
       1193  477 0002D750 ?SetWhenDoneHandle@CExecRequest@@QEAAXPEAX@Z
       1194  478 0002C960 ?SetWord@CVar@@QEAAXG@Z
       1196  479 00034AE0 ?Shrink@CSmallArrayBlob@@IEAAPEAV1@XZ
       1197  47A 00034B50 ?ShrinkIfNeeded@CSmallArrayBlob@@IEAAPEAV1@XZ
       1198  47B 0002D760 ?Shutdown@CExecQueue@@QEAAXXZ
       1199  47C 000355E0 ?Shutdown@CTimerGenerator@@UEAAJXZ
       1200  47D 00044250 ?Shutdown@CWbemInstallObject@@SAXXZ
       1201  47E 00014000 ?ShutdownThread@CExecQueue@@MEAAXPEAVCThreadRecord@1@@Z
       1202  47F 00014730 ?SitOutPenalty@CExecQueue@@MEAAXJ@Z
       1203  480 000102A0 ?Size@CFlexArray@@QEBAHXZ
       1204  481 0002C980 ?Size@CSafeArray@@QEAAHXZ
       1205  482 000102A0 ?Size@CSmallArrayBlob@@QEBAHXZ
       1206  483 0000B7A0 ?Size@CVarVector@@QEAAHXZ
       1207  484 000102A0 ?Size@CWStringArray@@QEBAHXZ
       1208  485 0002E6F0 ?Sort@CFlexArray@@QEAAXXZ
       1209  486 00034B70 ?Sort@CSmallArrayBlob@@QEAAXXZ
       1210  487 0002E720 ?Sort@CWStringArray@@QEAAXXZ
       1211  488 00045870 ?Start@CTraceSessionControl@@SAKPEBU_GUID@@PEAVCWMITraceSettings@@@Z
       1212  489 00023350 ?Stat@CBuffer@@UEAAJPEAUtagSTATSTG@@K@Z
       1213  48A 0002C990 ?Status@CSafeArray@@QEAAHXZ
       1214  48B 00022FC0 ?Status@CVar@@QEAAHXZ
       1215  48C 0002C9A0 ?Status@CVarVector@@QEAAHXZ
       1216  48D 00041160 ?StripToToken@WString2@@QEAAAEAV1@GH@Z
       1217  48E 000402B0 ?StripToToken@WString@@QEAAAEAV1@GH@Z
       1218  48F 0000B590 ?StripWhereClause@CWQLScanner@@AEAAHXZ
       1219  490 00041200 ?StripWs@WString2@@QEAAAEAV1@H@Z
       1220  491 00040450 ?StripWs@WString@@QEAAAEAV1@H@Z
       1221  492 00030C30 ?SwitchRow@CLike@@AEAAX_KAEAPEAE1@Z
       1222  493 00014940 ?Terminate@CBasicUnloadInstruction@@QEAAXXZ
       1224  494 00013BA0 ?ThreadMain@CExecQueue@@MEAAXPEAVCThreadRecord@1@@Z
       1226  495 00028E40 ?TimeFormat1@CDateTimeParser@@IEAAHPEBGH@Z
       1227  496 00028FB0 ?TimeFormat2@CDateTimeParser@@IEAAHPEBGH@Z
       1228  497 000291B0 ?TimeFormat3@CDateTimeParser@@IEAAHPEBGH@Z
       1229  498 000293B0 ?TimeFormat4@CDateTimeParser@@IEAAHPEBGH@Z
       1230  499 00029610 ?TimeFormat5@CDateTimeParser@@IEAAHPEBGH@Z
       1231  49A 00029870 ?TimeFormat6@CDateTimeParser@@IEAAHPEBGH@Z
       1232  49B 00029B40 ?TimeFormat7@CDateTimeParser@@IEAAHPEBGH@Z
       1233  49C 00029DC0 ?TimeFormat8@CDateTimeParser@@IEAAHPEBGH@Z
       1234  49D 0002A080 ?TimeFormat9@CDateTimeParser@@IEAAHPEBGH@Z
       1235  49E 0000FDD0 ?TimeToWait@CInstructionQueue@@IEAA?AVCWbemInterval@@XZ
       1236  49F 00037950 ?ToSingleChar@CVar@@QEAAHXZ
       1237  4A0 000379D0 ?ToSingleChar@CVarVector@@QEAAHXZ
       1238  4A1 00037B30 ?ToUI4@CVar@@QEAAHXZ
       1239  4A2 00037C00 ?ToUI4@CVarVector@@QEAAHXZ
       1240  4A3 00035660 ?TouchHead@CInstructionQueue@@IEAAXXZ
       1241  4A4 00030CC0 ?Transform@MD5@@SAXPEAXIQEAE@Z
       1242  4A5 0000DDD0 ?Transform@SHA256@@SAXPEAXIQEAE@Z
       1243  4A6 000336A0 ?TranslateIntrinsic@CAbstractQl1Parser@@KAKPEBG@Z
       1244  4A7 000121A0 ?Trim@CFlexArray@@QEAAXXZ
       1245  4A8 0000B730 ?Trim@CSafeArray@@QEAAHXZ
       1246  4A9 00034BA0 ?Trim@CSmallArrayBlob@@QEAAXXZ
       1247  4AA 00041300 ?TruncAtLToken@WString2@@QEAAAEAV1@G@Z
       1248  4AB 00040630 ?TruncAtLToken@WString@@QEAAAEAV1@G@Z
       1249  4AC 00041350 ?TruncAtRToken@WString2@@QEAAAEAV1@G@Z
       1250  4AD 00040690 ?TruncAtRToken@WString@@QEAAAEAV1@G@Z
       1251  4AE 00037D60 ?TypeToText@CVar@@SAPEAGH@Z
       1253  4AF 0002C9B0 ?Unaccess@CSafeArray@@QEAAJXZ
       1254  4B0 000126A0 ?UnaccessRawArray@CVarVector@@QEAAJXZ
       1255  4B1 0002E830 ?UnbindPtr@CFlexArray@@QEAAPEAPEAXXZ
       1256  4B2 00004450 ?UnbindPtr@WString2@@QEAAPEAGXZ
       1257  4B3 00012A50 ?UnbindPtr@WString@@QEAAPEAGXZ
       1258  4B4 0002D920 ?UnblockedWaitForSingleObject@CExecQueue@@MEAAKPEAXKPEAVCThreadRecord@1@@Z
       1259  4B5 00031240 ?UncompressBuffer@CMRCICompression@@QEAAIPEAEK0KW4CompressionLevel@1@@Z
       1260  4B6 00031270 ?UncompressFile@CMRCICompression@@QEAAHPEBG0@Z
       1261  4B7 00031340 ?UncompressFileV1@CMRCICompression@@IEAAHHH@Z
       1262  4B8 00014840 ?UninitializeThread@CExecQueue@@MEAAXXZ
       1263  4B9 0000CDC0 ?Union@CWStringArray@@SAXAEAV1@00@Z
       1264  4BA 00011E90 ?Unlock@?$CLockableFlexArray@VCStaticCritSec@@@@QEAAXXZ
       1265  4BB 000459B0 ?Unlock@CClientOpsNode@@QEAAXXZ
       1266  4BC 00022D60 ?UnlockRegion@CBuffer@@UEAAJT_ULARGE_INTEGER@@0K@Z
       1267  4BD 00023940 ?Unqueue@CFlexQueue@@QEAAPEAXXZ
       1268  4BE 000413A0 ?Unquote@WString2@@QEAAXXZ
       1269  4BF 000406E0 ?Unquote@WString@@QEAAXXZ
       1270  4C0 000442D0 ?UnregisterCMIFlushRepositoryCacheHook@CWbemInstallObject@@SAXXZ
       1272  4C1 00045E20 ?UpdateChildren@CClientOpsNode@@AEAAXPEAV1@@Z
       1273  4C2 00012BD0 ?ValidateMemSize@CWin32DefaultArena@@SAHH@Z
       1276  4C3 0000FCD0 ?WaitAndPeek@CInstructionQueue@@QEAAJAEAPEAVCTimerInstruction@@AEAVCWbemTime@@@Z
       1277  4C4 0000FF20 ?WaitForResumption@CHaltable@@QEAAJXZ
       1278  4C5 0002D9F0 ?WaitForSingleObjectWhileBusy@CExecQueue@@MEAAKPEAXKPEAVCThreadRecord@1@@Z
       1280  4C6 00013180 ?WbemHeapFree@CWin32DefaultArena@@SAXXZ
       1281  4C7 00012EF0 ?WbemHeapInitialize@CWin32DefaultArena@@SAHPEAX@Z
       1282  4C8 000092D0 ?WbemMemAlloc@CWin32DefaultArena@@SAPEAX_K@Z
       1283  4C9 00009240 ?WbemMemFree@CWin32DefaultArena@@SAHPEAX@Z
       1284  4CA 0000DBA0 ?WbemMemReAlloc@CWin32DefaultArena@@SAPEAXPEAX_K@Z
       1285  4CB 00023990 ?WbemMemSize@CWin32DefaultArena@@SA_KPEAX@Z
       1286  4CC 000025E0 ?WbemOutOfMemory@CWin32DefaultArena@@SAHXZ
       1289  4CD 000239C0 ?WbemSysAllocString@CWin32DefaultArena@@SAPEAGPEBG@Z
       1290  4CE 000239E0 ?WbemSysAllocStringByteLen@CWin32DefaultArena@@SAPEAGPEBDI@Z
       1291  4CF 00023A00 ?WbemSysAllocStringLen@CWin32DefaultArena@@SAPEAGPEBGI@Z
       1292  4D0 00022A20 ?WbemSysFreeString@CWin32DefaultArena@@SAXPEAG@Z
       1293  4D1 00023A20 ?WbemSysReAllocString@CWin32DefaultArena@@SAHPEAPEAGPEBG@Z
       1294  4D2 00023A40 ?WbemSysReAllocStringLen@CWin32DefaultArena@@SAHPEAPEAGPEBGI@Z
       1296  4D3 00040740 ?WildcardTest@WString@@QEBAHPEBG@Z
       1298  4D4 000233A0 ?Write@CBuffer@@UEAAJPEBXKPEAK@Z
       1299  4D5 00011ED0 ?Write@CMemoryLog@@QEAAXJ@Z
       1300  4D6 00044E80 ?Write@CMemoryLog@@QEAAXPEAXK@Z
       1301  4D7 00023460 ?WriteLPWSTR@CBuffer@@QEAAJPEBG@Z
       1302  4D8 00045BC0 ?WriteToRegistry@CWMITraceSettings@@QEAAKPEBG@Z
       1303  4D9 00045E90 ?_Alloc@CMUILocale@@SAPEAX_K@Z
       1305  4DA 00011930 ?_Free@CMUILocale@@SAHPEAX@Z
       1306  4DB 00012D30 ?_GetSystemDefaultLocale@CMUILocale@@SAJPEAPEAGK@Z
       1307  4DC 00012D90 ?_GetSystemDefaultLocaleName@CMUILocale@@SAJPEAPEAG@Z
       1308  4DD 000093E0 ?_GetThreadPreferredUILanguages@CMUILocale@@SAJKPEAKPEAG0@Z
       1310  4DE 0000DB00 ?_LCIDToLocaleName@CMUILocale@@SAJKPEAGHK@Z
       1311  4DF 000073F0 ?_LocaleNameToLCID@CMUILocale@@SAJPEAGKPEAK@Z
       1312  4E0 00007820 ?_RetrieveSidFromCall@CIdentitySecurity@@AEAAJAEAVCNtSid@@@Z
       1313  4E1 000072D0 ?_SetThreadPreferredUILanguages@CMUILocale@@SAJKPEBGPEAK@Z
       1314  4E2 000146D0 ?_ThreadEntry@CExecQueue@@KAKPEAX@Z
       1316  4E3 00033920 ?aggregate_by@CAbstractQl1Parser@@IEAAHXZ
       1317  4E4 00033950 ?aggregate_within@CAbstractQl1Parser@@IEAAHXZ
       1318  4E5 00033A00 ?aggregation_params@CAbstractQl1Parser@@IEAAHXZ
       1319  4E6 00075108 ?anyFailed_@CStaticCritSec@@0HA
       1320  4E7 00013360 ?anyFailure@CStaticCritSec@@SAHXZ
       1322  4E8 00031ED0 ?charbuf@CBaseMrciCompression@@AEAAXI@Z
       1323  4E9 0000BA00 ?class_name@CAbstractQl1Parser@@IEAAHXZ
       1324  4EA 000044F0 ?comp_operator@CAbstractQl1Parser@@IEAAHXZ
       1325  4EB 0000DD50 ?equiv_operator@CAbstractQl1Parser@@IEAAHXZ
       1326  4EC 00031F20 ?expandstring@CBaseMrciCompression@@AEAAXPEAPEAEII@Z
       1327  4ED 000045B0 ?expr2@CAbstractQl1Parser@@IEAAHXZ
       1328  4EE 00004580 ?expr@CAbstractQl1Parser@@IEAAHXZ
       1329  4EF 00006950 ?finalize@CAbstractQl1Parser@@IEAAHXZ
       1330  4F0 00001AB0 ?getbit@CBaseMrciCompression@@AEAAIXZ
       1331  4F1 000019E0 ?getbits@CBaseMrciCompression@@AEAAII@Z
       1332  4F2 00031F60 ?inithash@CBaseMrciCompression@@AEAAXXZ
       1333  4F3 00023A60 ?isValid@CHaltable@@QEAA_NXZ
       1334  4F4 00033B10 ?is_operator@CAbstractQl1Parser@@IEAAHXZ
       1337  4F5 000044A0 ?leading_ident_expr@CAbstractQl1Parser@@IEAAHXZ
       1338  4F6 00075118 ?m_bOffline@CWbemInstallObject@@0_NA
       1339  4F7 0007A340 ?m_csFunctionPointers@CMUILocale@@0VCCritSec@@A
       1340  4F8 0007A368 ?m_csFunctionPointers@CPublishWMIOperationEvent@@0VCCritSec@@A
       1341  4F9 0007A2F0 ?m_csGlobal@CClientOpsNode@@0VCCritSec@@A
       1342  4FA 00075168 ?m_fEventActivityIdControl@CPublishWMIOperationEvent@@2P6AKKPEAU_GUID@@@ZEA
       1343  4FB 00075158 ?m_fEventEnabled@CPublishWMIOperationEvent@@0P6AE_KPEBU_EVENT_DESCRIPTOR@@@ZEA
       1344  4FC 00075180 ?m_fEventRegister@CPublishWMIOperationEvent@@0P6AKPEBU_GUID@@P6AX0KE_K1PEAU_EVENT_FILTER_DESCRIPTOR@@PEAX@Z3PEA_K@ZEA
       1345  4FD 00075178 ?m_fEventUnregister@CPublishWMIOperationEvent@@0P6AK_K@ZEA
       1346  4FE 00075170 ?m_fEventWrite@CPublishWMIOperationEvent@@0P6AK_KPEAU_EVENT_DESCRIPTOR@@KPEAU_EVENT_DATA_DESCRIPTOR@@@ZEA
       1347  4FF 00075160 ?m_fEventWriteTransfer@CPublishWMIOperationEvent@@2P6AK_KPEBU_EVENT_DESCRIPTOR@@PEBU_GUID@@2KPEAU_EVENT_DATA_DESCRIPTOR@@@ZEA
       1348  500 00075130 ?m_fGetLocaleInfoEx@CMUILocale@@0PEAXEA
       1349  501 00075120 ?m_fGetSystemDefaultLocaleName@CMUILocale@@0PEAXEA
       1350  502 00075148 ?m_fGetThreadPreferredUILanguages@CMUILocale@@0PEAXEA
       1351  503 00075128 ?m_fLCIDToLocaleName@CMUILocale@@0PEAXEA
       1352  504 00075138 ?m_fLocaleNameToLCID@CMUILocale@@0PEAXEA
       1353  505 00075140 ?m_fSetThreadPreferredUILanguages@CMUILocale@@0PEAXEA
       1354  506 00075188 ?m_hAdvAPI32@CPublishWMIOperationEvent@@0PEAUHINSTANCE__@@EA
