Microsoft (R) COFF/PE Dumper Version 14.20.27508.1
Copyright (C) Microsoft Corporation.  All rights reserved.


Dump of file C:\WINDOWS\System32\libcrypto.dll

File Type: DLL

  Section contains the following exports for libcrypto.dll

    00000000 characteristics
    FFFFFFFF time date stamp
        0.00 version
           1 ordinal base
        3477 number of functions
        3477 number of names

    ordinal hint RVA      name

       3233  CA0 000C94E0 i2d_DIST_POINT_NAME
       3234  CA1 0004EB10 i2d_DSAPrivateKey
       3235  CA2 000C3220 i2d_DSAPrivateKey_bio
       3236  CA3 000C3240 i2d_DSAPrivateKey_fp
       3237  CA4 0004EB20 i2d_DSAPublicKey
       3238  CA5 0001FC90 i2d_DSA_PUBKEY
       3239  CA6 000C3260 i2d_DSA_PUBKEY_bio
       3240  CA7 000C3280 i2d_DSA_PUBKEY_fp
       3241  CA8 0004EB30 i2d_DSA_SIG
       3242  CA9 0004EB40 i2d_DSAparams
       3243  CAA 0004EB50 i2d_DSAparams_bio
       3244  CAB 0004EB70 i2d_DSAparams_fp
       3245  CAC 000607F0 i2d_ECDSA_SIG
       3246  CAD 000565D0 i2d_ECPKPARAMETERS
       3247  CAE 000565E0 i2d_ECPKParameters
       3248  CAF 000566A0 i2d_ECParameters
       3249  CB0 00056790 i2d_ECPrivateKey
       3250  CB1 000C32A0 i2d_ECPrivateKey_bio
       3251  CB2 000C32C0 i2d_ECPrivateKey_fp
       3252  CB3 00056A40 i2d_EC_PRIVATEKEY
       3253  CB4 0001FD30 i2d_EC_PUBKEY
       3254  CB5 000C32E0 i2d_EC_PUBKEY_bio
       3255  CB6 000C3300 i2d_EC_PUBKEY_fp
       3256  CB7 000CA060 i2d_EDIPARTYNAME
       3257  CB8 000B0BA0 i2d_ESS_CERT_ID
       3258  CB9 000B0BB0 i2d_ESS_ISSUER_SERIAL
       3259  CBA 000B0BC0 i2d_ESS_SIGNING_CERT
       3260  CBB 000C9CE0 i2d_EXTENDED_KEY_USAGE
       3261  CBC 000CA070 i2d_GENERAL_NAME
       3262  CBD 000CA080 i2d_GENERAL_NAMES
       3263  CBE 0007A3E0 i2d_GOST_CIPHER_PARAMS
       3264  CBF 000C94F0 i2d_ISSUING_DIST_POINT
       3265  CC0 000161D0 i2d_NETSCAPE_CERT_SEQUENCE
       3266  CC1 00015D00 i2d_NETSCAPE_ENCRYPTED_PKEY
       3267  CC2 00015D10 i2d_NETSCAPE_PKEY
       3268  CC3 000200D0 i2d_NETSCAPE_SPKAC
       3269  CC4 000200E0 i2d_NETSCAPE_SPKI
       3270  CC5 0001F400 i2d_NETSCAPE_X509
       3271  CC6 000C82A0 i2d_NOTICEREF
       3272  CC7 00015D20 i2d_Netscape_RSA
       3273  CC8 0008C880 i2d_OCSP_BASICRESP
       3274  CC9 0008C890 i2d_OCSP_CERTID
       3275  CCA 0008C8A0 i2d_OCSP_CERTSTATUS
       3276  CCB 0008C8B0 i2d_OCSP_CRLID
       3277  CCC 0008C8C0 i2d_OCSP_ONEREQ
       3278  CCD 0008C8D0 i2d_OCSP_REQINFO
       3279  CCE 0008C8E0 i2d_OCSP_REQUEST
       3280  CCF 0008C8F0 i2d_OCSP_REQUEST_bio
       3281  CD0 0008C910 i2d_OCSP_RESPBYTES
       3282  CD1 0008C920 i2d_OCSP_RESPDATA
       3283  CD2 0008C930 i2d_OCSP_RESPID
       3284  CD3 0008C940 i2d_OCSP_RESPONSE
       3285  CD4 0008C950 i2d_OCSP_RESPONSE_bio
       3286  CD5 0008C970 i2d_OCSP_REVOKEDINFO
       3287  CD6 0008C980 i2d_OCSP_SERVICELOC
       3288  CD7 0008C990 i2d_OCSP_SIGNATURE
       3289  CD8 0008C9A0 i2d_OCSP_SINGLERESP
       3290  CD9 000CA090 i2d_OTHERNAME
       3291  CDA 00016A60 i2d_PBE2PARAM
       3292  CDB 00016550 i2d_PBEPARAM
       3293  CDC 00016A70 i2d_PBKDF2PARAM
       3294  CDD 00097470 i2d_PKCS12
       3295  CDE 00097480 i2d_PKCS12_BAGS
       3296  CDF 00097490 i2d_PKCS12_MAC_DATA
       3297  CE0 000974A0 i2d_PKCS12_SAFEBAG
       3298  CE1 0009A290 i2d_PKCS12_bio
       3299  CE2 0009A2B0 i2d_PKCS12_fp
       3300  CE3 0009A5F0 i2d_PKCS7
       3301  CE4 0009A600 i2d_PKCS7_DIGEST
       3302  CE5 0009A610 i2d_PKCS7_ENCRYPT
       3303  CE6 0009A620 i2d_PKCS7_ENC_CONTENT
       3304  CE7 0009A630 i2d_PKCS7_ENVELOPE
       3305  CE8 0009A640 i2d_PKCS7_ISSUER_AND_SERIAL
       3306  CE9 0009A650 i2d_PKCS7_NDEF
       3307  CEA 0009A660 i2d_PKCS7_RECIP_INFO
       3308  CEB 0009A670 i2d_PKCS7_SIGNED
       3309  CEC 0009A680 i2d_PKCS7_SIGNER_INFO
       3310  CED 0009A690 i2d_PKCS7_SIGN_ENVELOPE
       3311  CEE 000C3320 i2d_PKCS7_bio
       3312  CEF 0009DFC0 i2d_PKCS7_bio_stream
       3313  CF0 000C3340 i2d_PKCS7_fp
       3314  CF1 000C3360 i2d_PKCS8PrivateKeyInfo_bio
       3315  CF2 000C33C0 i2d_PKCS8PrivateKeyInfo_fp
       3316  CF3 00093FC0 i2d_PKCS8PrivateKey_bio
       3317  CF4 00094010 i2d_PKCS8PrivateKey_fp
       3318  CF5 00094060 i2d_PKCS8PrivateKey_nid_bio
       3319  CF6 000940B0 i2d_PKCS8PrivateKey_nid_fp
       3320  CF7 00016C40 i2d_PKCS8_PRIV_KEY_INFO
       3321  CF8 000C3420 i2d_PKCS8_PRIV_KEY_INFO_bio
       3322  CF9 000C3440 i2d_PKCS8_PRIV_KEY_INFO_fp
       3323  CFA 000C3460 i2d_PKCS8_bio
       3324  CFB 000C3480 i2d_PKCS8_fp
       3325  CFC 000CC6D0 i2d_PKEY_USAGE_PERIOD
       3326  CFD 000C82B0 i2d_POLICYINFO
       3327  CFE 000C82C0 i2d_POLICYQUALINFO
       3328  CFF 000CC3F0 i2d_PROXY_CERT_INFO_EXTENSION
       3329  D00 000CC400 i2d_PROXY_POLICY
       3330  D01 0001FDD0 i2d_PUBKEY
       3331  D02 000C34A0 i2d_PUBKEY_bio
       3332  D03 000C34C0 i2d_PUBKEY_fp
       3333  D04 000156B0 i2d_PrivateKey
       3334  D05 000C34E0 i2d_PrivateKey_bio
       3335  D06 000C3500 i2d_PrivateKey_fp
       3336  D07 00015740 i2d_PublicKey
       3337  D08 000A3C50 i2d_RSAPrivateKey
       3338  D09 000C3520 i2d_RSAPrivateKey_bio
       3339  D0A 000C3540 i2d_RSAPrivateKey_fp
       3340  D0B 000A3C60 i2d_RSAPublicKey
       3341  D0C 000C3560 i2d_RSAPublicKey_bio
       3342  D0D 000C3580 i2d_RSAPublicKey_fp
       3343  D0E 00015D30 i2d_RSA_NET
       3344  D0F 000A3C70 i2d_RSA_PSS_PARAMS
       3345  D10 0001FEC0 i2d_RSA_PUBKEY
       3346  D11 000C35A0 i2d_RSA_PUBKEY_bio
       3347  D12 000C35C0 i2d_RSA_PUBKEY_fp
       3348  D13 000CEC50 i2d_SXNET
       3349  D14 000CEC60 i2d_SXNETID
       3350  D15 000B0BD0 i2d_TS_ACCURACY
       3351  D16 000B0BE0 i2d_TS_MSG_IMPRINT
       3352  D17 000B0BF0 i2d_TS_MSG_IMPRINT_bio
       3353  D18 000B0C10 i2d_TS_MSG_IMPRINT_fp
       3354  D19 000B0C30 i2d_TS_REQ
       3355  D1A 000B0C40 i2d_TS_REQ_bio
       3356  D1B 000B0C60 i2d_TS_REQ_fp
       3357  D1C 000B0C80 i2d_TS_RESP
       3358  D1D 000B0C90 i2d_TS_RESP_bio
       3359  D1E 000B0CB0 i2d_TS_RESP_fp
       3360  D1F 000B0CD0 i2d_TS_STATUS_INFO
       3361  D20 000B0CE0 i2d_TS_TST_INFO
       3362  D21 000B0CF0 i2d_TS_TST_INFO_bio
       3363  D22 000B0D10 i2d_TS_TST_INFO_fp
       3364  D23 000C82D0 i2d_USERNOTICE
       3365  D24 000203A0 i2d_X509
       3366  D25 0001DAD0 i2d_X509_ALGOR
       3367  D26 0001DAE0 i2d_X509_ALGORS
       3368  D27 0001DBF0 i2d_X509_ATTRIBUTE
       3369  D28 000203B0 i2d_X509_AUX
       3370  D29 00020850 i2d_X509_CERT_AUX
       3371  D2A 00020860 i2d_X509_CERT_PAIR
       3372  D2B 00020400 i2d_X509_CINF
       3373  D2C 0001E640 i2d_X509_CRL
       3374  D2D 0001E650 i2d_X509_CRL_INFO
       3375  D2E 000C35E0 i2d_X509_CRL_bio
       3376  D2F 000C3600 i2d_X509_CRL_fp
       3377  D30 0001E6C0 i2d_X509_EXTENSION
       3378  D31 0001E6D0 i2d_X509_EXTENSIONS
       3379  D32 0001F0F0 i2d_X509_NAME
       3380  D33 0001F100 i2d_X509_NAME_ENTRY
       3381  D34 0001FF60 i2d_X509_PUBKEY
       3382  D35 00020010 i2d_X509_REQ
       3383  D36 00020020 i2d_X509_REQ_INFO
       3384  D37 000C3620 i2d_X509_REQ_bio
       3385  D38 000C3640 i2d_X509_REQ_fp
       3386  D39 0001E660 i2d_X509_REVOKED
       3387  D3A 00020060 i2d_X509_SIG
       3388  D3B 00020120 i2d_X509_VAL
       3389  D3C 000C3660 i2d_X509_bio
       3390  D3D 000C3680 i2d_X509_fp
       3391  D3E 00056A50 i2o_ECPublicKey
       3392  D3F 000D0660 i2s_ASN1_ENUMERATED
       3393  D40 000C9A50 i2s_ASN1_ENUMERATED_TABLE
       3394  D41 000D06E0 i2s_ASN1_INTEGER
       3395  D42 000CE520 i2s_ASN1_OCTET_STRING
       3396  D43 0000BB10 i2t_ASN1_OBJECT
       3397  D44 000C6CD0 i2v_ASN1_BIT_STRING
       3398  D45 000C61F0 i2v_GENERAL_NAME
       3399  D46 000C57D0 i2v_GENERAL_NAMES
       3400  D47 00081EA0 idea_cbc_encrypt
       3401  D48 00082BC0 idea_cfb64_encrypt
       3402  D49 00082DD0 idea_ecb_encrypt
       3403  D4A 000823C0 idea_encrypt
       3404  D4B 00082E90 idea_ofb64_encrypt
       3405  D4C 00082E80 idea_options
       3406  D4D 00083070 idea_set_decrypt_key
       3407  D4E 000831C0 idea_set_encrypt_key
       3408  D4F 000D1F00 inet_pton
       3409  D50 00083960 lh_delete
       3410  D51 00083AD0 lh_doall
       3411  D52 00083B40 lh_doall_arg
       3412  D53 00083BC0 lh_free
       3413  D54 00083C30 lh_insert
       3414  D55 00083DF0 lh_new
       3415  D56 00083350 lh_node_stats
       3416  D57 000833F0 lh_node_stats_bio
       3417  D58 00083460 lh_node_usage_stats
       3418  D59 00083590 lh_node_usage_stats_bio
       3419  D5A 00083F20 lh_num_items
       3420  D5B 00083F30 lh_retrieve
       3421  D5C 00083680 lh_stats
       3422  D5D 00083810 lh_stats_bio
       3423  D5E 00083FE0 lh_strhash
       3424  D5F 000D08F0 name_cmp
       3425  D60 00056BA0 o2i_ECPublicKey
       3426  D61 00179648 obj_cleanup_defer
       3427  D62 000D1670 posix_close
       3428  D63 000D16C0 posix_connect
       3429  D64 000D16F0 posix_fgets
       3430  D65 000D1730 posix_fopen
       3431  D66 000D17C0 posix_getsockopt
       3432  D67 000D1800 posix_open
       3433  D68 000D1850 posix_perror
       3434  D69 000D18B0 posix_read
       3435  D6A 000D1930 posix_rename
       3436  D6B 000D1950 posix_setsockopt
       3437  D6C 000D1980 posix_write
       3438  D6D 000D2280 reallocarray
       3439  D6E 000D22D0 recallocarray
       3440  D6F 000D0950 s2i_ASN1_INTEGER
       3441  D70 000CE530 s2i_ASN1_OCTET_STRING
       3442  D71 000B01A0 sk_delete
       3443  D72 000B0210 sk_delete_ptr
       3444  D73 000B02A0 sk_dup
       3445  D74 000B0340 sk_find
       3446  D75 000B0350 sk_find_ex
       3447  D76 000B0360 sk_free
       3448  D77 000B0390 sk_insert
       3449  D78 000B0460 sk_is_sorted
       3450  D79 000B0470 sk_new
       3451  D7A 000B0500 sk_new_null
       3452  D7B 000B0510 sk_num
       3453  D7C 000B0520 sk_pop
       3454  D7D 000B0540 sk_pop_free
       3455  D7E 000B05B0 sk_push
       3456  D7F 000B05C0 sk_set
       3457  D80 000B05E0 sk_set_cmp_func
       3458  D81 000B0600 sk_shift
       3459  D82 000B0660 sk_sort
       3460  D83 000B06A0 sk_unshift
       3461  D84 000B06B0 sk_value
       3462  D85 000B06D0 sk_zero
       3463  D86 000D1A00 sleep
       3464  D87 000D2440 strcasecmp
       3465  D88 000D0B20 string_to_hex
       3466  D89 000D2500 strlcat
       3467  D8A 000D2580 strlcpy
       3468  D8B 000D25D0 strndup
       3469  D8C 000D2620 strsep
       3470  D8D 000D2AC0 timegm
       3471  D8E 000D3C00 timingsafe_bcmp
       3472  D8F 000D3C40 timingsafe_memcmp
       3473  D90 000C6B20 v2i_ASN1_BIT_STRING
       3474  D91 000C6440 v2i_GENERAL_NAME
       3475  D92 000C65A0 v2i_GENERAL_NAMES
       3476  D93 000C67D0 v2i_GENERAL_NAME_ex
       3477  D94 000D1D50 vasprintf

  Summary

        B000 .data
        F000 .pdata
       81000 .rdata
        4000 .reloc
        1000 .rsrc
       EF000 .text
