Microsoft (R) COFF/PE Dumper Version 14.20.27508.1
Copyright (C) Microsoft Corporation.  All rights reserved.


Dump of file C:\WINDOWS\System32\ntdll.dll

File Type: DLL

  Section contains the following exports for ntdll.dll

    00000000 characteristics
    3230AA04 time date stamp
        0.00 version
           8 ordinal base
        2364 number of functions
        2363 number of names

    ordinal hint RVA      name

       1580  623 00166318 RtlpFreezeTimeBias
       1581  624 000770A0 RtlpGetDeviceFamilyInfoEnum
       1582  625 00086240 RtlpGetLCIDFromLangInfoNode
       1583  626 00085420 RtlpGetNameFromLangInfoNode
       1584  627 0003B630 RtlpGetSystemDefaultUILanguage
       1585  628 000FF0E0 RtlpGetUserOrMachineUILanguage4NLS
       1586  629 00087F40 RtlpInitializeLangRegistryInfo
       1587  62A 000273B0 RtlpIsQualifiedLanguage
       1588  62B 000863E0 RtlpLoadMachineUIByPolicy
       1589  62C 0002D7C0 RtlpLoadUserUIByPolicy
       1590  62D 00087420 RtlpMergeSecurityAttributeInformation
       1591  62E 00087AC0 RtlpMuiFreeLangRegistryInfo
       1592  62F 000FFDC0 RtlpMuiRegCreateRegistryInfo
       1593  630 0002DB10 RtlpMuiRegFreeRegistryInfo
       1594  631 0002DA20 RtlpMuiRegLoadRegistryInfo
       1595  632 000E94A0 RtlpNotOwnerCriticalSection
       1596  633 0008BE10 RtlpNtCreateKey
       1597  634 00083C30 RtlpNtEnumerateSubKey
       1598  635 00103400 RtlpNtMakeTemporaryKey
       1599  636 0007FFE0 RtlpNtOpenKey
       1600  637 0007E110 RtlpNtQueryValueKey
       1601  638 0008BE50 RtlpNtSetValueKey
       1602  639 0002E670 RtlpQueryDefaultUILanguage
       1603  63A 000D9D50 RtlpQueryProcessDebugInformationFromWow64
       1604  63B 000D9DF0 RtlpQueryProcessDebugInformationRemote
       1605  63C 00101870 RtlpRefreshCachedUILanguage
       1606  63D 000F0160 RtlpSetInstallLanguage
       1607  63E 000F0890 RtlpSetPreferredUILanguages
       1608  63F 000F0890 RtlpSetUserPreferredUILanguages
       1609  640 00062960 RtlpTimeFieldsToTime
       1610  641 00062C80 RtlpTimeToTimeFields
       1611  642 000A4476 RtlpUmsExecuteYieldThreadEnd
       1612  643 000A4383 RtlpUmsThreadYield
       1613  644 000E9710 RtlpUnWaitCriticalSection
       1614  645 0008E3E0 RtlpVerifyAndCommitUILanguageSettings
       1615  646 00083BD0 RtlpWaitForCriticalSection
       1616  647 00089730 RtlpWow64CtxFromAmd64
       1617  648 000743E0 RtlpWow64GetContextOnAmd64
       1618  649 00074270 RtlpWow64SetContextOnAmd64
       1619  64A 000461E0 RtlxAnsiStringToUnicodeSize
       1620  64B 000461E0 RtlxOemStringToUnicodeSize
       1621  64C 00063510 RtlxUnicodeStringToAnsiSize
       1622  64D 00063510 RtlxUnicodeStringToOemSize
       1623  64E 001112A0 SbExecuteProcedure
       1624  64F 000413B0 SbSelectProcedure
       1625  650 000DEE20 ShipAssert
       1626  651 000DEF40 ShipAssertGetBufferInfo
       1627  652 000DEF70 ShipAssertMsgA
       1628  653 000DEF70 ShipAssertMsgW
       1629  654 0007B3C0 TpAllocAlpcCompletion
       1630  655 0007B4C0 TpAllocAlpcCompletionEx
       1631  656 00080AE0 TpAllocCleanupGroup
       1632  657 00065050 TpAllocIoCompletion
       1633  658 00081510 TpAllocJobNotification
       1634  659 00065640 TpAllocPool
       1635  65A 0003E8B0 TpAllocTimer
       1636  65B 0003F760 TpAllocWait
       1637  65C 000653C0 TpAllocWork
       1638  65D 0007B270 TpAlpcRegisterCompletionList
       1639  65E 0007B230 TpAlpcUnregisterCompletionList
       1640  65F 00110180 TpCallbackDetectedUnrecoverableError
       1641  660 00066820 TpCallbackIndependent
       1642  661 00088CE0 TpCallbackLeaveCriticalSectionOnCompletion
       1643  662 00072470 TpCallbackMayRunLong
       1644  663 0008BDD0 TpCallbackReleaseMutexOnCompletion
       1645  664 001101B0 TpCallbackReleaseSemaphoreOnCompletion
       1646  665 00009F70 TpCallbackSendAlpcMessageOnCompletion
       1647  666 001101F0 TpCallbackSendPendingAlpcMessage
       1648  667 000881B0 TpCallbackSetEventOnCompletion
       1649  668 00082860 TpCallbackUnloadDllOnCompletion
       1650  669 0007B860 TpCancelAsyncIoOperation
       1651  66A 00076B40 TpCaptureCaller
       1652  66B 0006A300 TpCheckTerminateWorker
       1653  66C 00110230 TpDbgDumpHeapUsage
       1654  66D 00083BD0 TpDbgSetLogRoutine
       1655  66E 00087F70 TpDisablePoolCallbackChecks
       1656  66F 000841F0 TpDisassociateCallback
       1657  670 0004E970 TpIsTimerSet
       1658  671 0004FBB0 TpPostWork
       1659  672 0010FDD0 TpQueryPoolStackInformation
       1660  673 0007B3F0 TpReleaseAlpcCompletion
       1661  674 000846E0 TpReleaseCleanupGroup
       1662  675 0006F4C0 TpReleaseCleanupGroupMembers
       1663  676 00080650 TpReleaseIoCompletion
       1664  677 00081350 TpReleaseJobNotification
       1665  678 00081C60 TpReleasePool
       1666  679 0003E600 TpReleaseTimer
       1667  67A 0003E460 TpReleaseWait
       1668  67B 0003E6A0 TpReleaseWork
       1669  67C 0010FE40 TpSetDefaultPoolMaxThreads
       1670  67D 00071F10 TpSetDefaultPoolStackInformation
       1671  67E 00065570 TpSetPoolMaxThreads
       1672  67F 00084370 TpSetPoolMaxThreadsSoftLimit
       1673  680 00084D30 TpSetPoolMinThreads
       1674  681 00072030 TpSetPoolStackInformation
       1675  682 00088660 TpSetPoolThreadBasePriority
       1676  683 000655E0 TpSetPoolWorkerThreadIdleTimeout
       1677  684 0004EF50 TpSetTimer
       1678  685 0004F590 TpSetTimerEx
       1679  686 0003DBE0 TpSetWait
       1680  687 0003F900 TpSetWaitEx
       1681  688 00064F10 TpSimpleTryPost
       1682  689 0004EF60 TpStartAsyncIoOperation
       1683  68A 0003E5B0 TpTimerOutstandingCallbackCount
       1684  68B 00081700 TpTrimPools
       1685  68C 0007B350 TpWaitForAlpcCompletion
       1686  68D 000873B0 TpWaitForIoCompletion
       1687  68E 00081310 TpWaitForJobNotification
       1688  68F 0004CD00 TpWaitForTimer
       1689  690 0007D3B0 TpWaitForWait
       1690  691 00078470 TpWaitForWork
       1691  692 00068080 VerSetConditionMask
       1692  693 000DE6F0 WerReportExceptionWorker
       1693  694 000DF460 WerReportSQMEvent
       1694  695 00083BD0 WinSqmAddToAverageDWORD
       1695  696 00083BD0 WinSqmAddToStream
       1696  697 00083BD0 WinSqmAddToStreamEx
       1697  698 00002A50 WinSqmCheckEscalationAddToStreamEx
       1698  699 00002A50 WinSqmCheckEscalationSetDWORD
       1699  69A 00002A50 WinSqmCheckEscalationSetDWORD64
       1700  69B 00002A50 WinSqmCheckEscalationSetString
       1701  69C 00088E50 WinSqmCommonDatapointDelete
       1702  69D 00088E50 WinSqmCommonDatapointSetDWORD
       1703  69E 00088E50 WinSqmCommonDatapointSetDWORD64
       1704  69F 00088E50 WinSqmCommonDatapointSetStreamEx
       1705  6A0 00088E50 WinSqmCommonDatapointSetString
       1706  6A1 00083BD0 WinSqmEndSession
       1707  6A2 00002A50 WinSqmEventEnabled
       1708  6A3 00002A50 WinSqmEventWrite
       1709  6A4 00002A50 WinSqmGetEscalationRuleStatus
       1710  6A5 000DF850 WinSqmGetInstrumentationProperty
       1711  6A6 00083BD0 WinSqmIncrementDWORD
       1712  6A7 00002A50 WinSqmIsOptedIn
       1713  6A8 00002A50 WinSqmIsOptedInEx
       1714  6A9 00088E50 WinSqmIsSessionDisabled
       1715  6AA 00083BD0 WinSqmSetDWORD
       1716  6AB 00083BD0 WinSqmSetDWORD64
       1717  6AC 00088E50 WinSqmSetEscalationInfo
       1718  6AD 00083BD0 WinSqmSetIfMaxDWORD
       1719  6AE 00083BD0 WinSqmSetIfMinDWORD
       1720  6AF 00083BD0 WinSqmSetString
       1721  6B0 00088D20 WinSqmStartSession
       1722  6B1 00088D20 WinSqmStartSessionForPartner
       1723  6B2 00002A50 WinSqmStartSqmOptinListener
       1724  6B3 0009F790 ZwAcceptConnectPort
       1725  6B4 0009F750 ZwAccessCheck
       1726  6B5 0009FC70 ZwAccessCheckAndAuditAlarm
       1727  6B6 000A03A0 ZwAccessCheckByType
       1728  6B7 000A0270 ZwAccessCheckByTypeAndAuditAlarm
       1729  6B8 000A03C0 ZwAccessCheckByTypeResultList
       1730  6B9 000A03E0 ZwAccessCheckByTypeResultListAndAuditAlarm
       1731  6BA 000A0400 ZwAccessCheckByTypeResultListAndAuditAlarmByHandle
       1732  6BB 000A0420 ZwAcquireProcessActivityReference
       1733  6BC 000A0030 ZwAddAtom
       1734  6BD 000A0440 ZwAddAtomEx
       1735  6BE 000A0460 ZwAddBootEntry
       1736  6BF 000A0480 ZwAddDriverEntry
       1737  6C0 000A04A0 ZwAdjustGroupsToken
       1738  6C1 0009FF70 ZwAdjustPrivilegesToken
       1739  6C2 000A04C0 ZwAdjustTokenClaimsAndDeviceGroups
       1740  6C3 000A04E0 ZwAlertResumeThread
       1741  6C4 000A0500 ZwAlertThread
       1742  6C5 000A0520 ZwAlertThreadByThreadId
       1743  6C6 000A0540 ZwAllocateLocallyUniqueId
       1744  6C7 000A0560 ZwAllocateReserveObject
       1745  6C8 000A0580 ZwAllocateUserPhysicalPages
       1746  6C9 000A05A0 ZwAllocateUuids
       1747  6CA 0009FA50 ZwAllocateVirtualMemory
       1748  6CB 000A05C0 ZwAllocateVirtualMemoryEx
       1749  6CC 000A05E0 ZwAlpcAcceptConnectPort
       1750  6CD 000A0600 ZwAlpcCancelMessage
       1751  6CE 000A0620 ZwAlpcConnectPort
       1752  6CF 000A0640 ZwAlpcConnectPortEx
       1753  6D0 000A0660 ZwAlpcCreatePort
       1754  6D1 000A0680 ZwAlpcCreatePortSection
       1755  6D2 000A06A0 ZwAlpcCreateResourceReserve
       1756  6D3 000A06C0 ZwAlpcCreateSectionView
       1757  6D4 000A06E0 ZwAlpcCreateSecurityContext
       1758  6D5 000A0700 ZwAlpcDeletePortSection
       1759  6D6 000A0720 ZwAlpcDeleteResourceReserve
       1760  6D7 000A0740 ZwAlpcDeleteSectionView
       1761  6D8 000A0760 ZwAlpcDeleteSecurityContext
       1762  6D9 000A0780 ZwAlpcDisconnectPort
       1763  6DA 000A07A0 ZwAlpcImpersonateClientContainerOfPort
       1764  6DB 000A07C0 ZwAlpcImpersonateClientOfPort
       1765  6DC 000A07E0 ZwAlpcOpenSenderProcess
       1766  6DD 000A0800 ZwAlpcOpenSenderThread
       1767  6DE 000A0820 ZwAlpcQueryInformation
       1768  6DF 000A0840 ZwAlpcQueryInformationMessage
       1769  6E0 000A0860 ZwAlpcRevokeSecurityContext
       1770  6E1 000A0880 ZwAlpcSendWaitReceivePort
       1771  6E2 000A08A0 ZwAlpcSetInformation
       1772  6E3 000A00D0 ZwApphelpCacheControl
       1773  6E4 000A08C0 ZwAreMappedFilesTheSame
       1774  6E5 000A08E0 ZwAssignProcessToJobObject
       1775  6E6 000A0900 ZwAssociateWaitCompletionPacket
       1776  6E7 000A0920 ZwCallEnclave
       1777  6E8 0009F7F0 ZwCallbackReturn
       1778  6E9 000A02E0 ZwCancelIoFile
       1779  6EA 000A0940 ZwCancelIoFileEx
       1780  6EB 000A0960 ZwCancelSynchronousIoFile
       1781  6EC 000A0360 ZwCancelTimer
       1782  6ED 000A0980 ZwCancelTimer2
       1783  6EE 000A09A0 ZwCancelWaitCompletionPacket
       1784  6EF 0009FF10 ZwClearEvent
       1785  6F0 0009F930 ZwClose
       1786  6F1 0009FEB0 ZwCloseObjectAuditAlarm
       1787  6F2 000A09C0 ZwCommitComplete
       1788  6F3 000A09E0 ZwCommitEnlistment
       1789  6F4 000A0A00 ZwCommitRegistryTransaction
       1790  6F5 000A0A20 ZwCommitTransaction
       1791  6F6 000A0A40 ZwCompactKeys
       1792  6F7 000A0A60 ZwCompareObjects
       1793  6F8 000A0A80 ZwCompareSigningLevels
       1794  6F9 000A0AA0 ZwCompareTokens
       1795  6FA 000A0AC0 ZwCompleteConnectPort
       1796  6FB 000A0AE0 ZwCompressKey
       1797  6FC 000A0B00 ZwConnectPort
       1798  6FD 0009FFB0 ZwContinue
       1799  6FE 000A0B20 ZwConvertBetweenAuxiliaryCounterAndPerformanceCounter
       1800  6FF 000A0B40 ZwCreateDebugObject
       1801  700 000A0B60 ZwCreateDirectoryObject
       1802  701 000A0B80 ZwCreateDirectoryObjectEx
       1803  702 000A0BA0 ZwCreateEnclave
       1804  703 000A0BC0 ZwCreateEnlistment
       1805  704 000A0050 ZwCreateEvent
       1806  705 000A0BE0 ZwCreateEventPair
       1807  706 000A01F0 ZwCreateFile
       1808  707 000A0C00 ZwCreateIRTimer
       1809  708 000A0C20 ZwCreateIoCompletion
       1810  709 000A0C40 ZwCreateJobObject
       1811  70A 000A0C60 ZwCreateJobSet
       1812  70B 0009FAF0 ZwCreateKey
       1813  70C 000A0C80 ZwCreateKeyTransacted
       1814  70D 000A0CA0 ZwCreateKeyedEvent
       1815  70E 000A0CC0 ZwCreateLowBoxToken
       1816  70F 000A0CE0 ZwCreateMailslotFile
       1817  710 000A0D00 ZwCreateMutant
       1818  711 000A0D20 ZwCreateNamedPipeFile
       1819  712 000A0D40 ZwCreatePagingFile
       1820  713 000A0D60 ZwCreatePartition
       1821  714 000A0D80 ZwCreatePort
       1822  715 000A0DA0 ZwCreatePrivateNamespace
       1823  716 000A0DC0 ZwCreateProcess
       1824  717 000A00F0 ZwCreateProcessEx
       1825  718 000A0DE0 ZwCreateProfile
       1826  719 000A0E00 ZwCreateProfileEx
       1827  71A 000A0E20 ZwCreateRegistryTransaction
       1828  71B 000A0E40 ZwCreateResourceManager
       1829  71C 000A0090 ZwCreateSection
       1830  71D 000A0E60 ZwCreateSectionEx
       1831  71E 000A0E80 ZwCreateSemaphore
       1832  71F 000A0EA0 ZwCreateSymbolicLinkObject
       1833  720 000A0110 ZwCreateThread
       1834  721 000A0EC0 ZwCreateThreadEx
       1835  722 000A0EE0 ZwCreateTimer
       1836  723 000A0F00 ZwCreateTimer2
       1837  724 000A0F20 ZwCreateToken
       1838  725 000A0F40 ZwCreateTokenEx
       1839  726 000A0F60 ZwCreateTransaction
       1840  727 000A0F80 ZwCreateTransactionManager
       1841  728 000A0FA0 ZwCreateUserProcess
       1842  729 000A0FC0 ZwCreateWaitCompletionPacket
       1843  72A 000A0FE0 ZwCreateWaitablePort
       1844  72B 000A1000 ZwCreateWnfStateName
       1845  72C 000A1020 ZwCreateWorkerFactory
       1846  72D 000A1040 ZwDebugActiveProcess
       1847  72E 000A1060 ZwDebugContinue
       1848  72F 0009FDD0 ZwDelayExecution
       1849  730 000A1080 ZwDeleteAtom
       1850  731 000A10A0 ZwDeleteBootEntry
       1851  732 000A10C0 ZwDeleteDriverEntry
       1852  733 000A10E0 ZwDeleteFile
       1853  734 000A1100 ZwDeleteKey
       1854  735 000A1120 ZwDeleteObjectAuditAlarm
       1855  736 000A1140 ZwDeletePrivateNamespace
       1856  737 000A1160 ZwDeleteValueKey
       1857  738 000A1180 ZwDeleteWnfStateData
       1858  739 000A11A0 ZwDeleteWnfStateName
       1859  73A 0009F830 ZwDeviceIoControlFile
       1860  73B 000A11C0 ZwDisableLastKnownGood
       1861  73C 000A11E0 ZwDisplayString
       1862  73D 000A1200 ZwDrawText
       1863  73E 0009FED0 ZwDuplicateObject
       1864  73F 0009FF90 ZwDuplicateToken
       1865  740 000A1220 ZwEnableLastKnownGood
       1866  741 000A1240 ZwEnumerateBootEntries
       1867  742 000A1260 ZwEnumerateDriverEntries
       1868  743 0009FD90 ZwEnumerateKey
       1869  744 000A1280 ZwEnumerateSystemEnvironmentValuesEx
       1870  745 000A12A0 ZwEnumerateTransactionObject
       1871  746 0009F9B0 ZwEnumerateValueKey
       1872  747 000A12C0 ZwExtendSection
       1873  748 000A12E0 ZwFilterBootOption
       1874  749 000A1300 ZwFilterToken
       1875  74A 000A1320 ZwFilterTokenEx
       1876  74B 0009F9D0 ZwFindAtom
       1877  74C 000A00B0 ZwFlushBuffersFile
       1878  74D 000A1340 ZwFlushBuffersFileEx
       1879  74E 000A1360 ZwFlushInstallUILanguage
       1880  74F 000A1380 ZwFlushInstructionCache
       1881  750 000A13A0 ZwFlushKey
       1882  751 000A13C0 ZwFlushProcessWriteBuffers
       1883  752 000A13E0 ZwFlushVirtualMemory
       1884  753 000A1400 ZwFlushWriteBuffer
       1885  754 000A1420 ZwFreeUserPhysicalPages
       1886  755 0009FB10 ZwFreeVirtualMemory
       1887  756 000A1440 ZwFreezeRegistry
       1888  757 000A1460 ZwFreezeTransactions
       1889  758 0009FE70 ZwFsControlFile
       1890  759 000A1480 ZwGetCachedSigningLevel
       1891  75A 000A14A0 ZwGetCompleteWnfStateSubscription
       1892  75B 000A14C0 ZwGetContextThread
       1893  75C 000A14E0 ZwGetCurrentProcessorNumber
       1894  75D 000A1500 ZwGetCurrentProcessorNumberEx
       1895  75E 000A1520 ZwGetDevicePowerState
       1896  75F 000A1540 ZwGetMUIRegistryInfo
       1897  760 000A1560 ZwGetNextProcess
       1898  761 000A1580 ZwGetNextThread
       1899  762 000A15A0 ZwGetNlsSectionPtr
       1900  763 000A15C0 ZwGetNotificationResourceManager
       1901  764 000A15E0 ZwGetWriteWatch
       1902  765 000A1600 ZwImpersonateAnonymousToken
       1903  766 0009FB30 ZwImpersonateClientOfPort
       1904  767 000A1620 ZwImpersonateThread
       1905  768 000A1640 ZwInitializeEnclave
       1906  769 000A1660 ZwInitializeNlsFiles
       1907  76A 000A1680 ZwInitializeRegistry
       1908  76B 000A16A0 ZwInitiatePowerAction
       1909  76C 000A0130 ZwIsProcessInJob
       1910  76D 000A16C0 ZwIsSystemResumeAutomatic
       1911  76E 000A16E0 ZwIsUILanguageComitted
       1912  76F 000A1700 ZwListenPort
       1913  770 000A1720 ZwLoadDriver
       1914  771 000A1740 ZwLoadEnclaveData
       1915  772 000A1760 ZwLoadKey
       1916  773 000A1780 ZwLoadKey2
       1917  774 000A17A0 ZwLoadKeyEx
       1918  775 000A17C0 ZwLockFile
       1919  776 000A17E0 ZwLockProductActivationKeys
       1920  777 000A1800 ZwLockRegistryKey
       1921  778 000A1820 ZwLockVirtualMemory
       1922  779 000A1840 ZwMakePermanentObject
       1923  77A 000A1860 ZwMakeTemporaryObject
       1924  77B 000A1880 ZwManageHotPatch
       1925  77C 000A18A0 ZwManagePartition
       1926  77D 000A18C0 ZwMapCMFModule
       1927  77E 000A18E0 ZwMapUserPhysicalPages
       1928  77F 0009F7B0 ZwMapUserPhysicalPagesScatter
       1929  780 0009FC50 ZwMapViewOfSection
       1930  781 000A1900 ZwMapViewOfSectionEx
       1931  782 000A1920 ZwModifyBootEntry
       1932  783 000A1940 ZwModifyDriverEntry
       1933  784 000A1960 ZwNotifyChangeDirectoryFile
       1934  785 000A1980 ZwNotifyChangeDirectoryFileEx
       1935  786 000A19A0 ZwNotifyChangeKey
       1936  787 000A19C0 ZwNotifyChangeMultipleKeys
       1937  788 000A19E0 ZwNotifyChangeSession
       1938  789 000A0250 ZwOpenDirectoryObject
       1939  78A 000A1A00 ZwOpenEnlistment
       1940  78B 0009FF50 ZwOpenEvent
       1941  78C 000A1A20 ZwOpenEventPair
       1942  78D 0009FDB0 ZwOpenFile
       1943  78E 000A1A40 ZwOpenIoCompletion
       1944  78F 000A1A60 ZwOpenJobObject
       1945  790 0009F990 ZwOpenKey
       1946  791 000A1A80 ZwOpenKeyEx
       1947  792 000A1AA0 ZwOpenKeyTransacted
       1948  793 000A1AC0 ZwOpenKeyTransactedEx
       1949  794 000A1AE0 ZwOpenKeyedEvent
       1950  795 000A1B00 ZwOpenMutant
       1951  796 000A1B20 ZwOpenObjectAuditAlarm
       1952  797 000A1B40 ZwOpenPartition
       1953  798 000A1B60 ZwOpenPrivateNamespace
       1954  799 0009FC10 ZwOpenProcess
       1955  79A 000A1B80 ZwOpenProcessToken
       1956  79B 0009FD50 ZwOpenProcessTokenEx
       1957  79C 000A1BA0 ZwOpenRegistryTransaction
       1958  79D 000A1BC0 ZwOpenResourceManager
       1959  79E 0009FE30 ZwOpenSection
       1960  79F 000A1BE0 ZwOpenSemaphore
       1961  7A0 000A1C00 ZwOpenSession
       1962  7A1 000A1C20 ZwOpenSymbolicLinkObject
       1963  7A2 000A1C40 ZwOpenThread
       1964  7A3 0009FBD0 ZwOpenThreadToken
       1965  7A4 0009FD30 ZwOpenThreadTokenEx
       1966  7A5 000A1C60 ZwOpenTimer
       1967  7A6 000A1C80 ZwOpenTransaction
       1968  7A7 000A1CA0 ZwOpenTransactionManager
       1969  7A8 000A1CC0 ZwPlugPlayControl
       1970  7A9 000A0320 ZwPowerInformation
       1971  7AA 000A1CE0 ZwPrePrepareComplete
       1972  7AB 000A1D00 ZwPrePrepareEnlistment
       1973  7AC 000A1D20 ZwPrepareComplete
       1974  7AD 000A1D40 ZwPrepareEnlistment
       1975  7AE 000A1D60 ZwPrivilegeCheck
       1976  7AF 000A1D80 ZwPrivilegeObjectAuditAlarm
       1977  7B0 000A1DA0 ZwPrivilegedServiceAuditAlarm
       1978  7B1 000A1DC0 ZwPropagationComplete
       1979  7B2 000A1DE0 ZwPropagationFailed
       1980  7B3 000A0150 ZwProtectVirtualMemory
       1981  7B4 000A1E00 ZwPulseEvent
       1982  7B5 0009FEF0 ZwQueryAttributesFile
       1983  7B6 000A1E20 ZwQueryAuxiliaryCounterFrequency
       1984  7B7 000A1E40 ZwQueryBootEntryOrder
       1985  7B8 000A1E60 ZwQueryBootOptions
       1986  7B9 000A1E80 ZwQueryDebugFilterState
       1987  7BA 0009F9F0 ZwQueryDefaultLocale
       1988  7BB 0009FFD0 ZwQueryDefaultUILanguage
       1989  7BC 0009FDF0 ZwQueryDirectoryFile
       1990  7BD 000A1EA0 ZwQueryDirectoryFileEx
       1991  7BE 000A1EC0 ZwQueryDirectoryObject
       1992  7BF 000A1EE0 ZwQueryDriverEntryOrder
       1993  7C0 000A1F00 ZwQueryEaFile
       1994  7C1 000A0210 ZwQueryEvent
       1995  7C2 000A1F20 ZwQueryFullAttributesFile
       1996  7C3 000A1F40 ZwQueryInformationAtom
       1997  7C4 000A1F60 ZwQueryInformationByName
       1998  7C5 000A1F80 ZwQueryInformationEnlistment
       1999  7C6 0009F970 ZwQueryInformationFile
       2000  7C7 000A1FA0 ZwQueryInformationJobObject
       2001  7C8 000A1FC0 ZwQueryInformationPort
       2002  7C9 0009FA70 ZwQueryInformationProcess
       2003  7CA 000A1FE0 ZwQueryInformationResourceManager
       2004  7CB 0009FBF0 ZwQueryInformationThread
       2005  7CC 0009FB70 ZwQueryInformationToken
       2006  7CD 000A2000 ZwQueryInformationTransaction
       2007  7CE 000A2020 ZwQueryInformationTransactionManager
       2008  7CF 000A2040 ZwQueryInformationWorkerFactory
       2009  7D0 000A2060 ZwQueryInstallUILanguage
       2010  7D1 000A2080 ZwQueryIntervalProfile
       2011  7D2 000A20A0 ZwQueryIoCompletion
       2012  7D3 0009FA10 ZwQueryKey
       2013  7D4 000A20C0 ZwQueryLicenseValue
       2014  7D5 000A20E0 ZwQueryMultipleValueKey
       2015  7D6 000A2100 ZwQueryMutant
       2016  7D7 0009F950 ZwQueryObject
       2017  7D8 000A2120 ZwQueryOpenSubKeys
       2018  7D9 000A2140 ZwQueryOpenSubKeysEx
       2019  7DA 0009FD70 ZwQueryPerformanceCounter
       2020  7DB 000A2160 ZwQueryPortInformationProcess
       2021  7DC 000A2180 ZwQueryQuotaInformationFile
       2022  7DD 000A0170 ZwQuerySection
       2023  7DE 000A21A0 ZwQuerySecurityAttributesToken
       2024  7DF 000A21C0 ZwQuerySecurityObject
       2025  7E0 000A21E0 ZwQuerySecurityPolicy
       2026  7E1 000A2200 ZwQuerySemaphore
       2027  7E2 000A2220 ZwQuerySymbolicLinkObject
       2028  7E3 000A2240 ZwQuerySystemEnvironmentValue
       2029  7E4 000A2260 ZwQuerySystemEnvironmentValueEx
       2030  7E5 0009FE10 ZwQuerySystemInformation
       2031  7E6 000A2280 ZwQuerySystemInformationEx
       2032  7E7 000A0290 ZwQuerySystemTime
       2033  7E8 0009FE50 ZwQueryTimer
       2034  7E9 000A22A0 ZwQueryTimerResolution
       2035  7EA 0009FA30 ZwQueryValueKey
       2036  7EB 0009FBB0 ZwQueryVirtualMemory
       2037  7EC 000A0070 ZwQueryVolumeInformationFile
       2038  7ED 000A22C0 ZwQueryWnfStateData
       2039  7EE 000A22E0 ZwQueryWnfStateNameInformation
       2040  7EF 0009FFF0 ZwQueueApcThread
       2041  7F0 000A2300 ZwQueueApcThreadEx
       2042  7F1 000A2320 ZwRaiseException
       2043  7F2 000A2340 ZwRaiseHardError
       2044  7F3 0009F810 ZwReadFile
       2045  7F4 0009FD10 ZwReadFileScatter
       2046  7F5 000A2360 ZwReadOnlyEnlistment
       2047  7F6 000A01D0 ZwReadRequestData
       2048  7F7 0009FF30 ZwReadVirtualMemory
       2049  7F8 000A2380 ZwRecoverEnlistment
       2050  7F9 000A23A0 ZwRecoverResourceManager
       2051  7FA 000A23C0 ZwRecoverTransactionManager
       2052  7FB 000A23E0 ZwRegisterProtocolAddressInformation
       2053  7FC 000A2400 ZwRegisterThreadTerminatePort
       2054  7FD 000A2420 ZwReleaseKeyedEvent
       2055  7FE 0009FB50 ZwReleaseMutant
       2056  7FF 0009F890 ZwReleaseSemaphore
       2057  800 000A2440 ZwReleaseWorkerFactoryWorker
       2058  801 0009F870 ZwRemoveIoCompletion
       2059  802 000A2460 ZwRemoveIoCompletionEx
       2060  803 000A2480 ZwRemoveProcessDebug
       2061  804 000A24A0 ZwRenameKey
       2062  805 000A24C0 ZwRenameTransactionManager
       2063  806 000A24E0 ZwReplaceKey
       2064  807 000A2500 ZwReplacePartitionUnit
       2065  808 0009F8D0 ZwReplyPort
       2066  809 0009F8B0 ZwReplyWaitReceivePort
       2067  80A 0009FCB0 ZwReplyWaitReceivePortEx
       2068  80B 000A2520 ZwReplyWaitReplyPort
       2069  80C 000A2540 ZwRequestPort
       2070  80D 0009FB90 ZwRequestWaitReplyPort
       2071  80E 000A2560 ZwResetEvent
       2072  80F 000A2580 ZwResetWriteWatch
       2073  810 000A25A0 ZwRestoreKey
       2074  811 000A25C0 ZwResumeProcess
       2075  812 000A0190 ZwResumeThread
       2076  813 000A25E0 ZwRevertContainerImpersonation
       2077  814 000A2600 ZwRollbackComplete
       2078  815 000A2620 ZwRollbackEnlistment
       2079  816 000A2640 ZwRollbackRegistryTransaction
       2080  817 000A2660 ZwRollbackTransaction
       2081  818 000A2680 ZwRollforwardTransactionManager
       2082  819 000A26A0 ZwSaveKey
       2083  81A 000A26C0 ZwSaveKeyEx
       2084  81B 000A26E0 ZwSaveMergedKeys
       2085  81C 000A2700 ZwSecureConnectPort
       2086  81D 000A2720 ZwSerializeBoot
       2087  81E 000A2740 ZwSetBootEntryOrder
       2088  81F 000A2760 ZwSetBootOptions
       2089  820 000A2780 ZwSetCachedSigningLevel
       2090  821 000A27A0 ZwSetCachedSigningLevel2
       2091  822 000A27C0 ZwSetContextThread
       2092  823 000A27E0 ZwSetDebugFilterState
       2093  824 000A2800 ZwSetDefaultHardErrorPort
       2094  825 000A2820 ZwSetDefaultLocale
       2095  826 000A2840 ZwSetDefaultUILanguage
       2096  827 000A2860 ZwSetDriverEntryOrder
       2097  828 000A2880 ZwSetEaFile
       2098  829 0009F910 ZwSetEvent
       2099  82A 0009FCF0 ZwSetEventBoostPriority
       2100  82B 000A28A0 ZwSetHighEventPair
       2101  82C 000A28C0 ZwSetHighWaitLowEventPair
       2102  82D 000A28E0 ZwSetIRTimer
       2103  82E 000A2900 ZwSetInformationDebugObject
       2104  82F 000A2920 ZwSetInformationEnlistment
